[00:00:00.109 --> 00:00:01.090]  News is taking place.
[00:44:18.224 --> 00:44:20.885]  And ship all orders over $50 free of charge.
[00:44:21.185 --> 00:44:23.506]  Visit BigBerkeyWaterFilters.com.
[00:44:23.726 --> 00:44:26.047]  That's BigBerkeyWaterFilters.com.
[00:44:26.287 --> 00:44:28.688]  Or call 1-877-99-BERKEY.
[00:44:28.888 --> 00:44:33.230]  That's 1-877-99-BERKEY today.
[00:44:33.670 --> 00:44:35.991]  You have a mortgage and a load of other debt.
[00:44:36.091 --> 00:44:37.832]  Wouldn't it be great if it all just went away?
[00:44:37.992 --> 00:44:39.753]  No more mortgage can change your life.
[00:44:40.533 --> 00:44:41.174]  All of our bills.
[00:44:41.254 --> 00:44:44.017]  All your debt, including your mortgage in as little as nine years.
[00:44:44.057 --> 00:44:49.622]  With no more mortgage, we will have saved over $313,000 in interest payments.
[00:44:49.722 --> 00:44:51.284]  Even have more money left over each month.
[00:44:51.384 --> 00:44:53.947]  It lowered our monthly payments by a little over $500.
[00:44:53.987 --> 00:44:54.447]  No more mortgage.
[00:44:56.489 --> 00:44:57.711]  Where have they been all of our life?
[00:44:57.771 --> 00:45:00.213]  If you knew about something like that, you'd want to tell everybody.
[00:45:00.274 --> 00:45:03.898]  Whenever I have a friend or someone that needs this service, I give them the number.
[00:45:04.158 --> 00:45:06.280]  I'm Larry Ruff, president of No More Mortgage.
[00:45:06.320 --> 00:45:11.546]  This is unlike anything you have ever seen before, and it will absolutely not harm your credit.
[00:45:11.646 --> 00:45:12.667]  Call for your free CD.
[00:45:13.268 --> 00:45:18.253]  Learn how you can eliminate all your debt, including your mortgage, much sooner than you ever dreamed possible.
[00:45:18.373 --> 00:45:20.255]  The more debt you have, the more we can help.
[00:45:20.355 --> 00:45:21.116]  Call for your free CD now.
[00:45:21.136 --> 00:45:21.176]  800-578-6279.
[00:45:21.196 --> 00:45:21.596]  This works.
[00:45:21.616 --> 00:45:22.037]  Call the number.
[00:45:22.057 --> 00:45:22.858]  Call now for your free CD.
[00:45:22.878 --> 00:45:22.918]  800-578-6279.
[00:45:22.938 --> 00:45:22.978]  800-578-6279.
[00:45:39.102 --> 00:45:41.584]  Our guest is going to be with us five minutes into the next hour.
[00:45:41.624 --> 00:45:43.666]  Then I'm going to open the phones up and cover news.
[00:45:44.486 --> 00:45:50.791]  In the final hour, I'm going to get into Glenn Beck, because he is the leader of the Tea Party movement.
[00:45:52.112 --> 00:45:56.195]  He is bigger than Rush Limbaugh now with his radio and TV show, there's no doubt.
[00:45:57.216 --> 00:46:05.042]  But he is calling for new taxes, and it's a very dangerous situation.
[00:46:05.682 --> 00:46:07.584]  And so, we're going to discuss it.
[00:46:08.826 --> 00:46:11.408]  Because I heard him doing some things yesterday and today.
[00:46:11.468 --> 00:46:24.837]  It's just this guy, my gut, everything he does tells me look out because it's the Republican Party trying to maneuver the revolution of awakening and to control it for the status quo of big government and corporate looting.
[00:46:25.218 --> 00:46:26.779]  And I'm going to break that down coming up.
[00:46:28.181 --> 00:46:29.301]  Also, more on the flu.
[00:46:30.202 --> 00:46:34.523]  Mr. Bloom, I interrupted you 30 minutes ago when you tried to get into the flu fraud.
[00:46:35.463 --> 00:46:41.064]  And now it's openly all over the newspapers, at least in Europe and the U.S., but I haven't seen much in England.
[00:46:41.484 --> 00:46:52.207]  I've seen some in England in the Telegraph that, I mean, major government officials are saying, yes, this was a premeditated fraud and the vaccine was dangerous.
[00:46:52.507 --> 00:46:53.867]  The German government wouldn't take it.
[00:46:53.907 --> 00:46:55.088]  Their military wouldn't take it.
[00:46:55.568 --> 00:46:56.768]  I mean, this is quite a scandal.
[00:46:57.991 --> 00:47:03.376]  Yes, in fact, you're a little bit ahead of me, I have to say, Alex, because I've been in France now for two or three days, so you're ahead of me.
[00:47:04.037 --> 00:47:14.426]  But, yeah, but it's still being, when I left, it was still being the flu, we were still peddling the flu, would you believe, to babies in between six months and five years old.
[00:47:14.666 --> 00:47:17.769]  It's still being, and basically the inference in the advert,
[00:47:18.429 --> 00:47:18.649]  Yes.
[00:47:41.776 --> 00:47:42.617]  A giant hoax?
[00:47:43.077 --> 00:47:45.858]  Well, the British Medical Journal here has condemned it.
[00:47:46.539 --> 00:47:53.142]  And I did write a parliamentary question to say, you know, people are dying of swine flu.
[00:47:53.823 --> 00:47:58.505]  There isn't a single recorded death in the United Kingdom of swine flu, would you believe?
[00:47:58.585 --> 00:47:59.846]  Not a single one.
[00:48:00.206 --> 00:48:01.567]  I asked a parliamentary question.
[00:48:01.747 --> 00:48:02.868]  There's not a single one.
[00:48:03.748 --> 00:48:07.470]  So it's interesting how this scam has been moved forward.
[00:48:07.510 --> 00:48:10.192]  And what is another interesting thing, of course, is it not?
[00:48:13.333 --> 00:48:23.759]  This is a big money-making scam for the pharmaceutical companies, but they have been absolved of their responsibility to do the due diligence that most pharmaceutical drugs need to do.
[00:48:24.960 --> 00:48:34.894]  Well, they were given governmental liability protection because it was a global pandemic, but we now learn the UN changed its rules for pandemic to give it that liability protection.
[00:48:35.635 --> 00:48:36.636]  Yes, absolutely.
[00:48:36.696 --> 00:48:40.982]  And this is how you get these frauds start.
[00:48:41.983 --> 00:48:44.204]  You know, I think we had this conversation before.
[00:48:44.324 --> 00:48:45.665]  Follow the money, Alex.
[00:48:45.945 --> 00:48:49.066]  You'll normally find when you get to the root of it, it's about money.
[00:48:49.406 --> 00:48:50.987]  Somebody's got their hand in the till.
[00:48:51.307 --> 00:48:54.749]  It's either politicians or pharmaceutical company or bankers.
[00:48:54.789 --> 00:49:05.573]  How on earth we got ourselves into this mess over bankers laughing at us now, laughing at us with their big houses and their posh cars as if we've bailed them out, you know, all over the world.
[00:49:06.114 --> 00:49:07.614]  How could we be this stupid?
[00:49:07.634 --> 00:49:08.975]  I mean, where did it come from?
[00:49:10.677 --> 00:49:22.594]  Well again, I think what our founding fathers did here in the United States, you look at the Magna Carta and the Parliament Act, it took decades for people in history to get the basic liberties that we fought for.
[00:49:23.115 --> 00:49:26.680]  And so, I think people need to understand the long view of history.
[00:49:27.080 --> 00:49:29.281]  So many people demand instant gratification.
[00:49:29.581 --> 00:49:33.723]  They're not happy with the government, but they then just stand down and throw their hands up.
[00:49:34.003 --> 00:49:34.983]  That's not the answer.
[00:49:35.023 --> 00:49:40.946]  We've got to claw back every bit of freedom we can, and that's how these wars for freedom are won.
[00:49:41.843 --> 00:49:42.744]  You're absolutely right.
[00:49:42.764 --> 00:49:46.066]  There's one or two things, if you don't mind me being a little bit parochial, Alex.
[00:49:47.007 --> 00:49:54.393]  For example, Friends of the Earth, a big charity in Europe, the World Wildlife Fund, Climate Action Network.
[00:49:55.093 --> 00:49:56.394]  Friends of the Earth were given €800,000 last year.
[00:49:56.414 --> 00:49:56.735]  World Wildlife
[00:50:00.277 --> 00:50:03.720]  America's number one source for independent talk radio for over a decade.
[00:50:03.740 --> 00:50:04.480]  We are the GCN Radio Network.
[00:50:24.099 --> 00:50:26.700]  Hello, this is Alex Jones with some important questions.
[00:50:27.121 --> 00:50:32.083]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:50:32.444 --> 00:50:34.185]  My answer would be all I can get.
[00:50:34.485 --> 00:50:39.307]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:50:39.487 --> 00:50:40.448]  How much do you want?
[00:50:40.668 --> 00:50:41.428]  When do you want it?
[00:50:41.809 --> 00:50:43.390]  Now or after the battle starts?
[00:50:43.690 --> 00:50:44.510]  When will you need it?
[00:50:44.750 --> 00:50:46.811]  Can you buy it without proper identification?
[00:50:46.951 --> 00:50:48.072]  Will there be any food?
[00:50:48.292 --> 00:50:49.613]  Will it make your children sick?
[00:50:49.813 --> 00:50:54.876]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:50:55.076 --> 00:50:58.277]  You wipe out all these problems if you have a good food supply.
[00:50:58.657 --> 00:51:02.159]  Food is your ammunition to fight for your freedom and your life.
[00:51:02.479 --> 00:51:03.480]  How much will you need?
[00:51:03.720 --> 00:51:04.320]  We don't know.
[00:51:04.620 --> 00:51:05.521]  How much do you want?
[00:51:05.721 --> 00:51:06.461]  All you can get.
[00:51:06.662 --> 00:51:07.462]  I'm Alex Jones.
[00:51:07.742 --> 00:51:10.505]  I want all of you good guys to live to fight another day.
[00:51:10.785 --> 00:51:11.145]  Call 1-800-409-5633.
[00:51:11.305 --> 00:51:12.967]  Or check it out on the web at efoodsdirect.com.
[00:51:12.987 --> 00:51:13.988]  Again, that number, 1-800-409-5633.
[00:51:14.008 --> 00:51:15.169]  Waging war on corruption.
[00:51:15.209 --> 00:51:17.031]  Alex Jones on the GCM Radio Network.
[00:51:38.266 --> 00:51:38.887]  Big Brother.
[00:51:39.568 --> 00:51:40.609]  Mainstream media.
[00:51:41.329 --> 00:51:42.431]  Government cover-ups.
[00:51:43.091 --> 00:51:43.892]  You want answers?
[00:51:44.673 --> 00:51:45.594]  Well, so does he.
[00:51:45.614 --> 00:51:49.939]  He's Alex Jones on the GCN Radio Network.
[00:51:50.419 --> 00:51:54.484]  And now, live from Austin, Texas, Alex Jones.
[00:51:55.740 --> 00:51:59.723]  I could talk to Godfrey Bloom and the other great people from his party all day long.
[00:51:59.783 --> 00:52:01.785]  These guys have really got it right.
[00:52:02.246 --> 00:52:03.326]  UK Independence Party.
[00:52:03.787 --> 00:52:07.410]  His website is godfreybloom.mep.co.uk.
[00:52:07.810 --> 00:52:12.494]  These are the type of leaders in Europe and England we need to work with because we're all under the same system.
[00:52:12.514 --> 00:52:13.795]  You know, he mentions common purpose.
[00:52:14.316 --> 00:52:17.799]  They're in mainstream news shutting down websites that disagree with them.
[00:52:18.759 --> 00:52:27.485]  I learned here in Austin, any real charity that tries to actually help community, they have these pet charities that come in and shut you down or move you out or force you out.
[00:52:28.026 --> 00:52:29.827]  He was talking about them when I interrupted him.
[00:52:29.867 --> 00:52:35.311]  He's bringing up how the EU funds all these land-grabbing fake environmentalists.
[00:52:35.351 --> 00:52:39.974]  I mean, this is an agenda to destroy anything that makes people wealthy and independent.
[00:52:40.234 --> 00:52:43.896]  They want you all bankrupt, like North Korea, living under their control.
[00:52:44.137 --> 00:52:45.137]  We've got four minutes, sir.
[00:52:45.157 --> 00:52:45.798]  You've got the floor.
[00:52:46.351 --> 00:52:49.432]  Well, yeah, let me just talk a little bit about these charities.
[00:52:50.533 --> 00:52:58.656]  Friends of the Earth, World Wildlife Fund, Climate Action Network Europe, Age Concern.
[00:52:59.096 --> 00:53:04.939]  These are all respectable names, or were respectable names a few years ago, which have been hijacked.
[00:53:05.981 --> 00:53:14.067]  Literally millions of European taxpayers' money goes into these, and of course it gives them a seat at board level.
[00:53:14.547 --> 00:53:22.933]  If you're putting in nearly a million euros a year into a charity, you get a seat on the trustee board, and they will sing from the same hymn sheet.
[00:53:22.993 --> 00:53:30.619]  So all these Oxfam charities and agencies, they all think the European Union is wonderful, they all go for climate change and all this sort of nonsense,
[00:53:30.939 --> 00:53:40.225]  And the poor old average Joe thinks, well, there must be some truth in it, for example, if Friends of the Earth are saying it, or the World Wildlife Fund, and the President's the Duke of Edinburgh.
[00:53:40.245 --> 00:53:43.607]  It's given this respectability.
[00:53:43.647 --> 00:53:45.768]  And of course, nobody asks for the accounts.
[00:53:46.528 --> 00:53:49.991]  When you buy a flag to stick in your lapel, you don't ask for the accounts, do you?
[00:53:50.031 --> 00:53:52.132]  You just think it's all in a good cause.
[00:53:52.432 --> 00:53:53.092]  But it's not.
[00:53:53.212 --> 00:53:55.494]  And you'll find that they're run by politicos.
[00:53:56.034 --> 00:53:58.035]  On salaries to die for.
[00:53:58.335 --> 00:54:03.637]  You know, we're talking 150,000 a year in pounds.
[00:54:03.977 --> 00:54:06.418]  Over 200, $250,000 a year.
[00:54:06.998 --> 00:54:09.259]  With fabulous pension schemes and expenses.
[00:54:09.619 --> 00:54:11.000]  That's a lot of money for a charity.
[00:54:11.020 --> 00:54:14.381]  It may not be much for a Wall Street banker, but it's a lot of money running a charity.
[00:54:15.082 --> 00:54:15.722]  Universities.
[00:54:15.762 --> 00:54:20.224]  Let's look at some of the universities we have in my constituency of Yorkshire and North Lincolnshire.
[00:54:20.244 --> 00:54:23.705]  We have an agency, a European Union agency called Yorkshire Forward.
[00:54:24.933 --> 00:54:30.295]  And they give millions, the European Union gives millions of pounds a year to Yorkshire Forward.
[00:54:30.335 --> 00:54:32.336]  But of course it's only Yorkshire's money.
[00:54:32.716 --> 00:54:39.519]  So Yorkshire actually gives somewhere in the region of 700 million pounds a year to the European Union.
[00:54:39.919 --> 00:54:44.281]  And we get about 5 or 6 or 10 million pounds a year back and we're supposed to be thankful.
[00:54:44.501 --> 00:54:46.222]  But what do they do with the money Alex?
[00:54:46.522 --> 00:54:48.503]  They fund seats at all the universities.
[00:54:49.264 --> 00:54:50.305]  And so they're literally...
[00:55:05.705 --> 00:55:07.146]  Putting their people in everywhere?
[00:55:07.687 --> 00:55:09.588]  Oh, they're absolutely everywhere.
[00:55:09.668 --> 00:55:15.473]  And of course, if you try and explain that to the ordinary Englishman, they think you're a swivel-eyed lunatic.
[00:55:15.693 --> 00:55:28.003]  And I can understand it, because you're an ordinary guy going about your business, Alex, living a life of quiet desperation, desperately trying to make all your bills meet and bring your family up and do the garden at the weekends.
[00:55:28.283 --> 00:55:32.146]  It's very difficult to understand that all these organizations have been infiltrated.
[00:55:32.586 --> 00:55:36.409]  But, if you control government, you control trillions of dollars.
[00:55:36.789 --> 00:55:40.472]  And so, you're going to have these swindlers come in and do this.
[00:55:40.532 --> 00:55:41.513]  And they've taken over.
[00:55:41.553 --> 00:55:43.935]  You call them, you know, little Freemasons.
[00:55:44.015 --> 00:55:46.697]  Americans may not know, but there's big controversy in England, of course.
[00:55:46.997 --> 00:55:49.599]  To be a judge or a barrister, you pretty much have to be a Mason.
[00:55:49.899 --> 00:55:54.603]  And they've certainly turned that fraternity into an implement of tyranny in many cases.
[00:55:55.684 --> 00:56:01.108]  Absolutely, but it's so covert and clever and of course the end game is long, Alex.
[00:56:01.448 --> 00:56:03.090]  Their patience is limitless.
[00:56:03.430 --> 00:56:04.931]  They are working to a goal.
[00:56:05.512 --> 00:56:07.874]  Just off the top of my head you might be interested in this.
[00:56:08.054 --> 00:56:08.735]  Hold on, hold on.
[00:56:08.795 --> 00:56:10.176]  I know you've only got limited time.
[00:56:10.216 --> 00:56:12.098]  You went to a studio with ISDN.
[00:56:12.438 --> 00:56:13.239]  We've got a break.
[00:56:13.259 --> 00:56:16.081]  We have the breaks at the end of the hour and start of the hour.
[00:56:16.361 --> 00:56:18.623]  You want to come back and finish up on the other side with three minutes?
[00:56:19.264 --> 00:56:20.645]  Just a quick three minutes, thank you.
[00:56:20.845 --> 00:56:22.407]  Yeah, because I know they're about to kick you out of the studio.
[00:56:22.608 --> 00:56:24.591]  We'll be right back with Godfrey Bloom.
[00:56:24.731 --> 00:56:27.435]  GodfreyBloomMEP.co.uk.
[00:56:27.776 --> 00:56:28.417]  We'll be right back.
[00:56:28.437 --> 00:56:28.858]  Stay with us.
[00:56:33.706 --> 00:56:34.687]  What's your home worth?
[00:56:34.848 --> 00:56:36.790]  How can you compare local real estate agents?
[00:56:36.970 --> 00:56:39.714]  And how do you get MLS listings for the entire country?
[00:56:40.014 --> 00:56:47.543]  If you're thinking of buying a home to take advantage of a tax credit or selling your house, you first need to see an incredible website called HomeGain.com.
[00:56:47.724 --> 00:56:51.168]  HomeGain.com will help you find a realtor to buy or sell a home.
[00:56:51.388 --> 00:56:53.489]  It's so easy, and best of all, it's free.
[00:56:53.830 --> 00:57:01.874]  At HomeGain.com, you can compare realtors anonymously, receive customized proposals, see consumer reviews, then select the best realtor for you.
[00:57:02.115 --> 00:57:07.678]  Go to HomeGain.com and get an instant home value estimate, view comparable homes, and check out street views.
[00:57:07.958 --> 00:57:17.604]  HomeGain.com has an A-plus rating with the Better Business Bureau and contains a wealth of information, like their home improvement tool that helps you determine which home improvements to make to increase your home's value.
[00:57:17.864 --> 00:57:20.927]  See the top 12 home improvements right now at HomeGain.com.
[00:57:21.027 --> 00:57:23.850]  That's H-O-M-E-G-A-I-N dot com.
[00:57:23.990 --> 00:57:32.078]  Look for Max, the Orange Home Gain Gorilla, to help you find a realtor or with any other real estate needs you might have at HomeGain.com, your real estate connection.
[00:57:33.052 --> 00:57:39.895]  This is Alex Jones and I want to tell you about the Ecola Blue Atmospheric Water Generator that produces pure drinking water right from the humidity in the air.
[00:57:40.035 --> 00:57:41.976]  No, this isn't science fiction, it's very real.
[00:57:42.116 --> 00:57:44.237]  I know because I use one every day in my own home.
[00:57:44.357 --> 00:57:45.878]  And it's available right now to you.
[00:57:46.018 --> 00:57:50.340]  Because you know exactly where your water comes from with Ecola Blue, you'll know what's in your cup.
[00:57:50.480 --> 00:57:52.761]  Clean, great tasting water without all the pollutants.
[00:57:53.041 --> 00:57:58.863]  Get your family off the grid today by ordering your own Ecola Blue Atmospheric Water Generator for your home or business.
[00:57:59.063 --> 00:58:03.785]  Their best seller, the Ecola Blue 28, produces up to 7 gallons of water every day.
[00:58:03.845 --> 00:58:06.586]  The Ecola Blue 28 is easy to use and economical.
[00:58:06.686 --> 00:58:09.307]  Generate your own pure water from the humidity in the air.
[00:58:09.407 --> 00:58:16.569]  This system is free of chemicals and uses a multi-stage filtration system, including reverse osmosis, carbon filters, and ultraviolet lights.
[00:58:16.849 --> 00:58:20.552]  Order now and claim your water independence today by calling a Coloblue at 1-800-691-6043.
[00:58:20.592 --> 00:58:20.792]  That's 1-800-691-6043.
[00:58:20.832 --> 00:58:22.513]  Or visit a Coloblue on the web at www.ecoloble.com today.
[00:58:32.793 --> 00:58:37.036]  This is Alex Jones with five good reasons you should consider buying a solar power generator.
[00:58:37.336 --> 00:58:41.419]  Number one, new climate legislation could easily double or triple your electric bill.
[00:58:41.679 --> 00:58:47.103]  Number two, our new energy czar wants to control how much power your electric company allows you to have.
[00:58:47.443 --> 00:58:47.904]  It's true.
[00:58:48.184 --> 00:58:52.727]  Total government control of electricity in the name of smart grid technology is coming.
[00:58:53.047 --> 00:58:53.588]  Number 3.
[00:58:53.868 --> 00:58:57.151]  In some areas of the country, the power grid is dangerously overloaded.
[00:58:57.451 --> 00:59:01.194]  And now, new socialist legislation is only compounding the problem.
[00:59:01.374 --> 00:59:01.915]  Number 4.
[00:59:02.155 --> 00:59:04.537]  Dangerous weather is always a threat to local grids.
[00:59:04.937 --> 00:59:08.320]  Every year, thousands of families lose their power from weather-related outages.
[00:59:08.600 --> 00:59:08.821]  Number 5.
[00:59:09.381 --> 00:59:13.302]  A solar power generator provides powerful backup, insurance, and peace of mind.
[00:59:13.522 --> 00:59:18.303]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[00:59:18.583 --> 00:59:22.624]  You can get more information at www.mysolarbackup.com.
[00:59:22.764 --> 00:59:24.324]  That's mysolarbackup.com.
[00:59:24.544 --> 00:59:29.145]  Remember, the government doesn't own the sun, so go to mysolarbackup.com or call 1-877-327-0365.
[00:59:34.841 --> 00:59:37.022]  He's the T-Rex of political talk.
[00:59:37.623 --> 00:59:40.464]  Alex Jones on the GCN Radio Network.
[00:59:43.146 --> 00:59:44.407]  We're seeing this in Haiti.
[00:59:44.747 --> 00:59:45.768]  Real charities.
[00:59:46.806 --> 00:59:51.929]  That actually really do give most of the money to the people who are being demonized by the big establishment charities.
[00:59:51.949 --> 00:59:53.650]  This is all part of the racket.
[00:59:54.350 --> 00:59:55.991]  And he was going to give a few other examples.
[00:59:56.011 --> 00:59:57.012]  We ran into that break.
[00:59:57.272 --> 01:00:00.714]  A European Union Member of Parliament from England, Godfrey Bloom, is our guest.
[01:00:00.754 --> 01:00:07.977]  And I'm shifting gears into your phone calls and a ton of other news and what just happened in Massachusetts last night with the election of Mr. Brown.
[01:00:08.938 --> 01:00:10.519]  Finishing up your point, Mr. Bloom,
[01:00:11.838 --> 01:00:12.358]  Yes, indeed.
[01:00:12.398 --> 01:00:16.460]  Just very quickly, and sorry to be parochial for the Brits this one, really.
[01:00:17.880 --> 01:00:21.801]  Every charity, there are very few major charities that haven't been infiltrated.
[01:00:22.162 --> 01:00:29.264]  It's very difficult to get the information, but if you press and press, you can find out who funds them and where it comes from, if you ask for it.
[01:00:29.284 --> 01:00:30.524]  But you have to be persistent.
[01:00:30.845 --> 01:00:34.766]  So we know that charities have been infiltrated.
[01:00:35.627 --> 01:00:40.331]  We also as initially wanted to finish up on which is something that you won't know and the Brits won't know.
[01:00:41.232 --> 01:00:53.524]  Baroness Ashton who is the new Foreign Minister for the European Union was a member of the campaign for nuclear disarmament which of course we know was partially funded by the Soviet Union in the 70s and the 80s.
[01:00:54.945 --> 01:01:03.689]  Not only did some of the money go missing, that nobody can actually find, when she was Treasurer, she's now calling the shots on matters of foreign policy.
[01:01:04.009 --> 01:01:12.852]  And this is something I bet nobody knows, that it is now European Union policy to acknowledge the domain of China over Tibet.
[01:01:13.073 --> 01:01:15.073]  We have given up now on Tibet.
[01:01:15.153 --> 01:01:18.995]  Tibet has been recognised as being a Chinese province.
[01:01:19.575 --> 01:01:22.237]  And that was virtually under the crosswords in our press.
[01:01:22.578 --> 01:01:24.399]  Nobody in England actually knows about that.
[01:01:24.980 --> 01:01:27.502]  It came out on a no-news day underneath the crosswords.
[01:01:28.142 --> 01:01:31.785]  The City of London is going to be regulated now.
[01:01:31.845 --> 01:01:36.269]  The top regulator for the City of London, which is, you know, the equivalent of Wall Street.
[01:01:36.289 --> 01:01:37.670]  You know, we've got enough clout in London.
[01:01:37.690 --> 01:01:41.273]  It's the only thing we do which is as big as you have over there in the United States.
[01:01:41.633 --> 01:01:45.694]  He's a Frenchman, a very charming, very obeying Frenchman, Monsieur Barnier.
[01:01:46.014 --> 01:01:50.015]  But he doesn't believe in the concept of dealing in commodity trading.
[01:01:50.235 --> 01:01:52.736]  He doesn't believe in selling forward or selling short.
[01:01:52.976 --> 01:01:54.396]  He doesn't believe in hedge funds.
[01:01:55.056 --> 01:01:57.877]  You know, he's another dyed-in-the-wool socialist.
[01:01:58.157 --> 01:02:04.619]  So we can look forward to most of those industries which have been in the City of London moving across to places like Zurich.
[01:02:05.019 --> 01:02:07.319]  And they're still asleep in the City of London.
[01:02:07.339 --> 01:02:08.920]  They still don't know this is happening to them.
[01:02:09.200 --> 01:02:10.320]  You couldn't invent it, Alex.
[01:02:11.767 --> 01:02:12.447]  Unbelievable.
[01:02:12.467 --> 01:02:16.908]  We've got to have you back just on Common Purpose, because I get calls and emails constantly about it.
[01:02:17.728 --> 01:02:24.150]  And they've just totally taken over society, because government knows it has to control the local community.
[01:02:24.650 --> 01:02:29.431]  And that's what Obama is, is a big community organizer with the Chicago model.
[01:02:29.791 --> 01:02:34.392]  And what's happened to you under Common Purpose and a few other groups is now happening here.
[01:02:34.412 --> 01:02:37.553]  I mean, it's been happening, but now it's getting really bad.
[01:02:37.573 --> 01:02:39.213]  We just had the Austin Police Department
[01:02:39.733 --> 01:02:39.993]  Go ahead.
[01:02:57.668 --> 01:02:58.548]  Does whatever it wants.
[01:02:58.608 --> 01:03:05.051]  Sir, I really appreciate you spending so much time with us and continue your great work there in the Parliament fighting these people.
[01:03:05.491 --> 01:03:08.112]  Thank you so much and a great pleasure to be invited on again.
[01:03:08.152 --> 01:03:08.873]  Thank you so much.
[01:03:09.273 --> 01:03:09.973]  Take care, ladies.
[01:03:10.313 --> 01:03:10.713]  Take care.
[01:03:10.773 --> 01:03:16.636]  Ladies and gentlemen, that was Godfrey Bloom, European Union Member of Parliament from England.
[01:03:16.876 --> 01:03:17.256]  Okay.
[01:03:19.357 --> 01:03:19.997]  Here's the deal.
[01:03:20.097 --> 01:03:22.598]  I want to take first-time callers at least in this hour.
[01:03:23.178 --> 01:03:25.239]  First-time callers at least in this hour.
[01:03:26.600 --> 01:03:27.140]  Because
[01:03:29.542 --> 01:03:33.484]  I want to give people who always email me and say they can never get through on the phone lines a chance to be on air.
[01:03:34.505 --> 01:03:36.846]  But later in the next hour, we'll open it up for everybody.
[01:03:37.266 --> 01:03:45.971]  I specifically want you to call in about whatever you'd like, but I would like to hear some discussion of the swine flu hoax being fully exposed now.
[01:03:47.192 --> 01:03:48.212]  We were right about that.
[01:03:48.652 --> 01:03:53.295]  I want to hear your comments on Scott Brown.
[01:03:54.824 --> 01:04:01.826]  Who voted for universal health care, by the way, when he was in the Massachusetts legislature as a senator.
[01:04:02.546 --> 01:04:14.250]  This is a good message to send Obama, and this may kill government-run health care that the insurance companies wrote as a form of robbery for themselves.
[01:04:15.490 --> 01:04:22.573]  But if this is the type of Republicans we're going to see in this realignment, we're going to be back in the same situation we were with George Bush.
[01:04:25.532 --> 01:04:27.733]  So I would certainly like to get your take on that.
[01:04:27.873 --> 01:04:29.473]  The toll-free number to join us is 1-800-259-9231.
[01:04:29.493 --> 01:04:30.113]  1-800, ladies and gentlemen, 1-800-259-9231.
[01:04:30.133 --> 01:04:31.774]  And we will get you up and on the air.
[01:04:32.034 --> 01:04:35.694]  But in a stunning upset, Brown tops Coakley for Senate seat, as you already know.
[01:04:35.714 --> 01:04:36.175]  And last night I was
[01:04:52.165 --> 01:04:58.008]  Listen to the radio, hearing this happen, I got really excited, but then I realized that's at a primitive level.
[01:04:58.428 --> 01:05:17.877]  Right now, I'm psychologically seeing Obama as the enemy, because even if I intellectually know he's just a puppet reading off a teleprompter, a front man of the establishment, still at a primitive level, the media advertises that he's the guy behind this, whether they say it's positive or negative.
[01:05:20.899 --> 01:05:35.746]  So, because they are using him as a front man, as a figurehead, again, it's positive in a lot of ways, but it's also negative because people then start thinking they're fighting with Obama instead of the powerful Wall Street interests that put him into control.
[01:05:38.087 --> 01:05:45.650]  And, you know, that's the only issue, because I listen to Bill O'Reilly, I listen to Glenn Beck, I listen to these guys, and the Fox News line
[01:05:47.418 --> 01:05:51.222]  Politically is we need to raise a bunch of taxes to pay off the national debt.
[01:05:51.242 --> 01:05:58.370]  That's the conservative thing to do instead of cutting government and arresting the bankers, indicting them, investigating them.
[01:06:01.193 --> 01:06:03.836]  I tuned in today and this morning and heard back.
[01:06:05.290 --> 01:06:14.173]  In his last hour, I mean I couldn't believe I heard it, say if Obama does the right thing and goes to the center to save himself politically, he's got to watch out.
[01:06:14.753 --> 01:06:21.595]  Because he's brought all these czars into the White House that are 9-11 truthers, and the Secret Service better protect him from them.
[01:06:23.755 --> 01:06:25.136]  They better protect this man.
[01:06:25.176 --> 01:06:29.837]  So the message was, it wasn't even veiled, 9-11 truth wants to kill the President?
[01:06:31.325 --> 01:06:41.473]  There was only one czar who signed a 9-11 petition in 2002 when he was a community organizer, Van Jones, for a 9-11 investigation.
[01:06:44.164 --> 01:06:45.245]  Another investigation.
[01:07:02.406 --> 01:07:03.787]  Question the official story of 9-11.
[01:07:04.268 --> 01:07:05.910]  If you question man-made global warming.
[01:07:06.570 --> 01:07:12.677]  I mean, whether you agree that 9-11 is suspicious or not, you should definitely support the free speech right.
[01:07:13.177 --> 01:07:17.722]  The truth is, Obama pushes the 9-11 fable.
[01:07:17.782 --> 01:07:19.423]  He pushes the pretext for war.
[01:07:19.483 --> 01:07:22.927]  He pushes WMDs in Iran, just like Iraq.
[01:07:24.288 --> 01:07:25.550]  It's all the same.
[01:07:27.165 --> 01:07:31.655]  The lobbyists, the banker bailouts, the Patriot Act, the torture, the secret arrest.
[01:07:32.296 --> 01:07:33.779]  It's all the same.
[01:07:34.481 --> 01:07:35.222]  And the truth is...
[01:07:36.823 --> 01:07:46.529]  The operatives in the White House, like Cass Sunstein and all the rest of them that talk about how they love collectivism and communism, that's just their communist walking papers.
[01:07:46.990 --> 01:07:49.171]  That's just their community organizer cover.
