[00:00:00.349 --> 00:00:02.610]  ...media, government cover-ups.
[00:38:02.620 --> 00:38:04.341]  This is the first and most important thing.
[00:38:05.282 --> 00:38:09.165]  And what will be the result of our investigation?
[00:38:09.965 --> 00:38:14.749]  We see that in many national parliaments, we have
[00:38:15.225 --> 00:38:25.470]  Special investigations, according to their institutes and their scientists now, so we are 47 nations, 47 parliaments, will do investigations.
[00:38:25.950 --> 00:38:34.734]  And what we do in the Council of Europe, we will be the platform for exchange of experience and we will foster this discussion in the national parliaments.
[00:38:35.214 --> 00:38:40.535]  And we try to feed them with information we get from WHO and from other institutions.
[00:38:41.815 --> 00:38:43.715]  We now collect all information.
[00:38:43.916 --> 00:38:50.997]  We are in this period that we collect many, many information about single scientists, single institutes, where they get their money from.
[00:38:51.417 --> 00:38:58.498]  And all this is now collected and we get a better and better mosaic, a better picture of what had happened.
[00:38:59.198 --> 00:39:04.459]  And this will be the report then and the recommendations will come out of it.
[00:39:06.084 --> 00:39:23.308]  Well, we know laws have been broken, some crimes have been committed, conflict of interest, but if this clear picture is confirmed, do you believe that there will be calls for indictments or criminal investigations, or does Big Pharma have too much control?
[00:39:24.228 --> 00:39:26.368]  There is no law for WHO.
[00:39:27.168 --> 00:39:30.189]  There is no one who punishes those people in WHO.
[00:39:30.822 --> 00:39:32.224]  We only have national law.
[00:39:32.725 --> 00:39:35.509]  So this is very important that we collect the information.
[00:39:36.029 --> 00:39:43.460]  And on the national level, we try to find those people responsible and we try to punish them there if they did something wrong.
[00:39:43.780 --> 00:39:46.364]  Because if we don't, they're just going to keep doing this over and over again.
[00:39:47.761 --> 00:39:55.369]  Yes, but this is the task of the governments, because the governments, they define the role of the WHO.
[00:39:55.610 --> 00:40:05.760]  It's a contract between the UN nations, and the UN nations, and the governments of those nations, they control the work of WHO, but it's the government, it's not the public.
[00:40:05.940 --> 00:40:08.243]  Will you be able to ever get those secret contracts?
[00:40:09.575 --> 00:40:14.658]  We got it in Germany, the French got it, and the national parliaments are now working to get all the contracts.
[00:40:14.918 --> 00:40:31.826]  The Japanese told me that they had no possibility to retire from their contract as we in Germany succeeded to do a little bit, so we negotiated with the pharmaceutical companies and they let us save a little bit of money from those almost 700 million euros they wanted first.
[00:40:33.965 --> 00:40:44.808]  It's very, very different from nation to nation and I just can tell my colleagues and just can ask my colleagues in all parliaments, go ahead, have investigations, have a deep look.
[00:40:45.188 --> 00:40:48.609]  We cannot tolerate such a development.
[00:40:48.669 --> 00:40:51.229]  We cannot have this the next winter again.
[00:40:51.249 --> 00:40:53.850]  We don't want such faked pandemics.
[00:40:54.400 --> 00:40:58.303]  But the good news is, the court of public opinion, I've seen the numbers.
[00:40:58.363 --> 00:41:03.708]  This is record numbers of people not buying the hype, who are refusing to take the shots.
[00:41:04.088 --> 00:41:06.330]  And in the final equation, we're going to let you go, Doctor.
[00:41:06.350 --> 00:41:08.732]  Who are the real bad guys?
[00:41:08.772 --> 00:41:09.472]  Big Pharma?
[00:41:09.893 --> 00:41:13.195]  And are you saying the WHO is run by Big Pharma?
[00:41:14.436 --> 00:41:16.558]  The WHO has opened the door for Big Pharma.
[00:41:17.199 --> 00:41:23.481]  And the Big Pharma influences the WHO by scientists with institutes paid by Big Pharma.
[00:41:23.601 --> 00:41:28.842]  Scientists are dependent that the institutes get money from Big Pharma and the scientists go there.
[00:41:29.162 --> 00:41:31.763]  They do the clinical studies for Big Pharma on one hand.
[00:41:31.883 --> 00:41:36.764]  On the other hand, they go to WHO and say, you have to buy those pills to do such decisions.
[00:41:37.104 --> 00:41:40.705]  This is what the suspicion is and this cannot be tolerated.
[00:41:41.406 --> 00:41:42.786]  The public health institutions
[00:41:43.046 --> 00:41:46.627]  We have to be free from influence, from economic influence.
[00:41:46.967 --> 00:41:49.027]  It's about our health, it's not about business.
[00:41:49.087 --> 00:41:49.347]  Yeah.
[00:41:49.868 --> 00:42:00.250]  Well that's like Rick Perry, our governor, saying all girls must take the Gardasil shot, that they admits killed a bunch of people, and then that wasn't even a law, he just recommended it, but went on TV and said it was the law.
[00:42:00.630 --> 00:42:04.791]  Hoax after hoax, and it turned out most of his party got massive money from Merck.
[00:42:05.331 --> 00:42:10.775]  Dr. Wolfgang Wodarg, we appreciate Dr. Wodarg for joining us.
[00:42:10.875 --> 00:42:14.298]  Wodarg.de is the website.
[00:42:14.318 --> 00:42:15.959]  W-O-D-A-R-G.
[00:42:16.279 --> 00:42:17.880]  We appreciate you and your colleagues.
[00:42:18.020 --> 00:42:19.481]  Unanimous investigation.
[00:42:20.102 --> 00:42:24.565]  Unanimously agreeing this is a hoax and a fraud and expanding the investigation.
[00:42:24.825 --> 00:42:29.469]  We salute your courage, sir, and we'll continue to watch the investigation and the report.
[00:42:30.129 --> 00:42:31.270]  Thank you very much for your interest.
[00:42:32.096 --> 00:42:32.637]  Take care, sir.
[00:42:32.677 --> 00:42:33.638]  We're very, very interested.
[00:42:33.658 --> 00:42:34.079]  Thank you.
[00:42:34.139 --> 00:42:36.442]  There goes Dr. Wodar.
[00:42:37.002 --> 00:42:45.013]  Now, notice that they tried to make it mandatory in France, and then in states in the U.S., and this whole thing fell apart.
[00:42:46.451 --> 00:42:47.871]  Because we exposed it.
[00:42:48.552 --> 00:42:54.694]  Because we found out in January, early on, that they were planning a flu hoax hype.
[00:42:54.794 --> 00:42:56.074]  We didn't know if it would be real.
[00:42:56.414 --> 00:42:57.975]  We didn't know if it would be super deadly.
[00:42:58.355 --> 00:43:00.056]  We didn't know if there would be martial law.
[00:43:00.396 --> 00:43:06.978]  We just knew they were hardening all police facilities for martial law in the name of pandemic mega-death flu.
[00:43:08.368 --> 00:43:09.609]  Millions dead in Illinois.
[00:43:09.689 --> 00:43:11.270]  Millions dead in New York State.
[00:43:11.550 --> 00:43:13.132]  I mean, these are the documents we got.
[00:43:13.232 --> 00:43:14.312]  These are the eyewitnesses.
[00:43:14.733 --> 00:43:18.756]  And I went on air in January, in February, in March, and said, look for flu.
[00:43:19.256 --> 00:43:26.281]  And then when it popped up in Mexico, and they hyped it up, we said, we don't know what's happening, but we know they're staging it.
[00:43:26.641 --> 00:43:27.142]  Look out!
[00:43:27.742 --> 00:43:37.869]  And we, our websites got hacked, we got attacked, and then I really got concerned, because these were government-level attacks, and I was like, my God, this is real.
[00:43:38.130 --> 00:43:45.295]  But the good news is, we exposed the hoax together, you the listeners of this show, and others, and we came through this together.
[00:43:46.881 --> 00:43:55.246]  And now they are damaged to where it will be hard for them, but Obama signed an executive order for total police state control during a biological attack.
[00:43:55.867 --> 00:43:58.808]  Well, he signed that a month ago, or I guess it was in December, a month and a half ago now.
[00:43:59.469 --> 00:44:02.150]  And so there are, it's hard to believe we're in the second month of 2010.
[00:44:02.751 --> 00:44:11.016]  Before we know it, it'll be December 31st, 2010, and we'll be going into 2011 and all of this craziness.
[00:44:11.076 --> 00:44:16.259]  But we've got Freeway Ricky Ross coming up.
[00:44:17.708 --> 00:44:18.449]  Yeah.
[00:44:33.140 --> 00:44:36.883]  He's interviewed in Kevin's film, How Weed Won the West, and that's Kevin's title.
[00:44:36.903 --> 00:44:37.864]  I think it's a great film.
[00:44:37.924 --> 00:44:38.524]  I consulted on it.
[00:44:38.544 --> 00:44:39.465]  I would have called it Drug War 2.
[00:44:39.985 --> 00:44:45.450]  This exposes the drug war, how they want Codex Alimentarius to restrict and control the vitamins.
[00:44:46.070 --> 00:44:48.572]  It exposes how they're trying to stop medical marijuana.
[00:44:48.612 --> 00:44:53.676]  It exposes how 87% of illegal drug users only use marijuana.
[00:44:53.976 --> 00:45:01.122]  And that's why they want to keep marijuana illegal, because if they don't have that, they don't have an excuse for SWAT teams and prisons and controlling us.
[00:45:01.482 --> 00:45:03.923]  And how the government ships in and launders the majority of the drugs.
[00:45:04.243 --> 00:45:05.143]  How Weed Won the West.
[00:45:05.163 --> 00:45:05.943]  You can pre-order it.
[00:45:06.424 --> 00:45:07.844]  It ships in 12 days.
[00:45:08.004 --> 00:45:08.764]  We have it first.
[00:45:08.884 --> 00:45:10.885]  InfoWars.com.
[00:45:11.045 --> 00:45:13.626]  Also, obviously, Fall of the Republic.
[00:45:13.646 --> 00:45:15.907]  You can get free t-shirts when you order Fall of the Republic.
[00:45:16.267 --> 00:45:20.428]  Free Aaron Russo Reflections and Warnings documentary when you order Fall of the Republic.
[00:45:20.708 --> 00:45:24.069]  You can also get my other film, Half Price, when you order a copy of Shadow Government.
[00:45:24.489 --> 00:45:26.050]  Available at InfoWars.com.
[00:45:26.070 --> 00:45:29.211]  In the last few months, we've been adding new t-shirts every week.
[00:45:30.558 --> 00:45:32.419]  These t-shirts spread the word about freedom.
[00:45:32.719 --> 00:45:41.482]  You meet like-minded people when you go to church, or go to work, or go for a walk, or go to the park, or go to a concert, or go to the bar to, you know, have a beer.
[00:45:43.222 --> 00:45:45.043]  The new t-shirts are in on the back.
[00:45:46.783 --> 00:45:48.184]  It says join the resistance.
[00:45:48.264 --> 00:45:49.664]  Infowars.com.
[00:45:49.684 --> 00:45:51.765]  A walking billboard for liberty.
[00:45:53.706 --> 00:46:00.730]  And on the front it says, Defend Freedom, Join the Resistance, Infowars.com.
[00:46:00.750 --> 00:46:04.332]  And it's got a Minuteman on the front with a bullhorn.
[00:46:04.833 --> 00:46:08.255]  Great design that Janae Meadows, one of our graphics people, came up with.
[00:46:08.715 --> 00:46:10.296]  And here's one that I pretty much designed.
[00:46:11.117 --> 00:46:16.460]  I mean, I said, I want one that looks like a swim team or basketball or football practice jersey.
[00:46:16.480 --> 00:46:18.221]  You know, when you're not wearing pads.
[00:46:18.961 --> 00:46:23.084]  I remember these great t-shirts I'd wear in junior high and high school.
[00:46:24.904 --> 00:46:27.006]  It's got a minute man on a horse with a bullhorn.
[00:46:27.586 --> 00:46:31.289]  Defend Freedom, Infowars.com.
[00:46:31.909 --> 00:46:33.510]  And it's got an AK-47 under it.
[00:46:34.331 --> 00:46:39.415]  So, again, ladies and gentlemen, that's what we're talking about here, ladies and gentlemen.
[00:46:39.775 --> 00:46:40.496]  Infowars.com.
[00:46:42.930 --> 00:46:47.013]  For the ball caps, the t-shirts, the sweatshirts, the films, the free deals.
[00:46:47.134 --> 00:46:49.816]  Infowars.com or call toll free 888-253-3139.
[00:46:49.836 --> 00:46:50.036]  888-253-3139.
[00:46:50.056 --> 00:46:52.918]  Now we ordered a few thousand of the Obama Joker shirts.
[00:47:02.659 --> 00:47:08.722]  And we got eight different designs with Infowars.com or PrisonPlanet.com or Socialist or Fascist.
[00:47:08.742 --> 00:47:10.883]  It's all the same thing, exposing him.
[00:47:10.943 --> 00:47:11.663]  New World Order.
[00:47:12.263 --> 00:47:14.364]  A lot of the sizes and designs have sold out.
[00:47:14.404 --> 00:47:23.569]  There's still a lot of free sizes and designs that are there, but if your size or design isn't there, we have other t-shirts whatever size you want of other designs free when you get Fall of the Republic.
[00:47:23.589 --> 00:47:23.949]  So again,
[00:47:24.409 --> 00:47:32.071]  Take advantage of that at InfoWars.com and your purchase makes this radio show and all we do here possible as well.
[00:47:32.351 --> 00:47:33.191]  So it's a win-win-win.
[00:47:33.211 --> 00:47:36.272]  You get the word out and you support us and you get a great looking t-shirt.
[00:47:36.292 --> 00:47:37.512]  There's like a hundred different t-shirts.
[00:47:37.552 --> 00:47:39.973]  It's got to be, I haven't counted them, up there now that we've designed.
[00:47:40.213 --> 00:47:44.934]  We're just adding more and more and more and more and more to InfoWars.com.
[00:47:45.614 --> 00:47:45.994]  Okay.
[00:47:47.134 --> 00:47:49.295]  And we talk to listeners who wear these out in public.
[00:47:50.390 --> 00:47:51.331]  They're meeting a lot of friends.
[00:47:52.712 --> 00:47:56.855]  Just try putting an InfoWars sticker that we mail out free and a citizen rule book with all the orders.
[00:47:56.895 --> 00:47:57.596]  I forgot about that.
[00:47:57.856 --> 00:47:59.277]  Put that on your car and see what happens.
[00:47:59.657 --> 00:48:03.621]  Now you may run into Johnny Law who may let you out of a ticket because of it.
[00:48:03.641 --> 00:48:04.381]  We've seen that happen.
[00:48:04.501 --> 00:48:05.422]  Or they may freak out.
[00:48:06.143 --> 00:48:11.487]  How dare you in America do that?
[00:48:11.647 --> 00:48:14.249]  Now, how dare you have free speech?
[00:48:15.890 --> 00:48:17.592]  This is the big top story though.
[00:48:18.587 --> 00:48:41.398]  With their swine fluke, hoax collapsing, with their global carbon tax hoax collapsing, with their government takeover of healthcare collapsing, with their staged terror attacks collapsing, with their whole agenda, globally, no one believes anything they say, all the corruption's coming out, the banker bailout, totally being exposed, the people are finding out about Obama, lying about everything that he's a puppet,
[00:48:42.560 --> 00:48:47.642]  They want to stage terror attacks, and I'm telling you, that's the only card they've got to play.
[00:48:47.722 --> 00:48:48.723]  That or a new war.
[00:48:48.843 --> 00:48:56.206]  And to get the war with Iran, they're going to need to have a staged terror attack.
[00:48:56.246 --> 00:48:59.987]  I know Paul Watson told me before I went on air, he's writing a big detailed report on this.
[00:49:00.007 --> 00:49:06.530]  I hope he adds the part about all the White House officials and the five different network
[00:49:09.955 --> 00:49:16.204]  Advisors on military affairs, all former generals, that famous tape came out three years ago, where they're saying, man, we really need another terror attack.
[00:49:16.524 --> 00:49:17.926]  Another 9-11 would sure help us.
[00:49:18.748 --> 00:49:20.971]  And Rumsfeld, yeah, it's too bad, just the public, you know.
[00:49:21.191 --> 00:49:25.217]  I mean, they come one hair breadth from coming right out and saying they carried out 9-11.
[00:49:26.448 --> 00:49:27.068]  Yes, it's up.
[00:49:27.228 --> 00:49:27.828]  Red alert!
[00:49:28.008 --> 00:49:32.670]  Intelligence chiefs certain their bosses will stage terror attacks soon.
[00:49:33.430 --> 00:49:35.710]  And we know the underwear bomber was staged.
[00:49:35.730 --> 00:49:37.171]  They let him on the plane, protected him.
[00:49:38.011 --> 00:49:38.251]  U.S.
[00:49:38.291 --> 00:49:40.371]  government, State Department said we were tracking him.
[00:49:40.671 --> 00:49:41.552]  Totally staged.
[00:49:43.232 --> 00:49:45.673]  And this article is now up on PrisonPlanet.com.
[00:49:45.733 --> 00:49:48.453]  You guys print it for me so I can read it instead of looking across the room when I get back.
[00:49:48.493 --> 00:49:48.693]  Thanks.
[00:49:48.713 --> 00:49:54.775]  We're going to cover this when we come back from break and dovetail it with Neocon says Obama
[00:49:55.717 --> 00:49:57.959]  Should save presidency by attacking Iran.
[00:49:57.979 --> 00:50:00.020]  This was just said yesterday in National Review.
[00:50:02.422 --> 00:50:04.564]  And if that isn't a staged terror attack, I don't know what is.
[00:50:04.584 --> 00:50:13.010]  And then we have all these other people in the past, these different neocons, coming out and saying we sure need another 9-11.
[00:50:14.151 --> 00:50:18.634]  So I want to go over some of their statements as well.
[00:50:19.635 --> 00:50:21.216]  Because these people are just
[00:50:22.779 --> 00:50:27.821]  devilishly obvious and have such contempt for the public, they just admit this right out in the open.
[00:50:30.061 --> 00:50:36.823]  And so again, this is Stu Bykovsky, writing for the Philadelphia Daily News.
[00:50:36.843 --> 00:50:41.345]  I want to remind you of what he said, where they're just right out in the open with their game plan.
[00:50:41.445 --> 00:50:44.405]  If they don't stage terror and launch new wars, it's over for them.
[00:50:44.605 --> 00:50:48.387]  But if we expose them ahead of them doing it, that'll blow up in their face too.
[00:50:48.727 --> 00:50:49.187]  Stay with us.
[00:50:52.665 --> 00:50:57.147]  Have your house payments skyrocketed under an adjustable rate mortgage?
[00:50:57.167 --> 00:50:58.708]  Have you been laid off?
[00:50:59.148 --> 00:51:00.108]  Or had your hours cut?
[00:51:00.889 --> 00:51:02.249]  Are balloon payments coming due?
[00:51:03.129 --> 00:51:06.411]  You need help from MortgageFraudExaminers.com.
[00:51:06.951 --> 00:51:12.973]  To stop the housing crisis, Congress and the White House are pinning their hopes on homeowners renegotiating their mortgages.
[00:51:13.393 --> 00:51:16.175]  The trouble is, the banks are saying no 80% of the time.
[00:51:17.722 --> 00:51:22.045]  MortgageFraudExaminers.com can help you get the leverage you need to turn things around.
[00:51:22.485 --> 00:51:26.288]  They estimate that up to 85% of all mortgages are legally deficient.
[00:51:26.548 --> 00:51:32.533]  MortgageFraudExaminers.com can perform forensic loan audits and appraisals to find legal deficits in your mortgage.
[00:51:36.288 --> 00:51:41.094]  When lenders suddenly start cooperating when faced with a lawsuit for violating lending laws or appraisal fraud.
[00:51:41.575 --> 00:51:44.298]  Find out how MortgageFraudExaminers.com can help you.
[00:51:44.479 --> 00:51:46.982]  Visit MortgageFraudExaminers.com or call 800-540-EXAM.
[00:51:47.002 --> 00:51:47.282]  That's 800-540-3926.
[00:51:54.335 --> 00:51:57.359]  When you hear the words water purification, what comes to mind?
[00:51:57.719 --> 00:52:01.323]  If it's Berkey Water Purification Systems, this message is for you.
[00:52:01.623 --> 00:52:05.087]  Did you know that over 60% of municipal water contains fluoride?
[00:52:05.348 --> 00:52:12.656]  At less than 2 cents per gallon, Berkey water filters purify treated and untreated water, remove dangerous chlorine, fluoride, and
[00:52:12.756 --> 00:52:13.136]  I think so.
[00:52:38.591 --> 00:52:41.235]  And, ship all orders over $50 free of charge.
[00:52:41.555 --> 00:52:43.879]  Visit BigBerkeyWaterFilters.com.
[00:52:44.099 --> 00:52:45.982]  That's BigBerkeyWaterFilters.com.
[00:52:46.002 --> 00:52:46.823]  Or, call 1-877-99-BERKEY.
[00:52:46.843 --> 00:52:47.464]  That's 1-877-99-BERKEY today!
[00:52:54.153 --> 00:52:55.394]  Hi, this is Alex Jones.
[00:52:55.454 --> 00:53:00.799]  Did you know that the global elite are now storing non-hybrid seeds in secret storage vaults near the Arctic Circle?
[00:53:01.039 --> 00:53:05.663]  Did you know that in a real meltdown, non-hybrid seeds can become more valuable than silver or gold?
[00:53:06.064 --> 00:53:11.128]  It's true, seeds have outperformed even gold and silver before in this country, and it's possible they could even happen again.
[00:53:11.629 --> 00:53:16.313]  So our friends at Solutions from Science have put together the perfect mix of non-hybrid seeds.
[00:53:16.840 --> 00:53:23.763]  They call it a Survival Seed Bank, and it can produce an endless supply of nutrient-dense food for you and your family.
[00:53:23.963 --> 00:53:24.863]  And here's the best part.
[00:53:25.083 --> 00:53:31.446]  These seeds have not been genetically modified in any way, and you actually get enough seeds to plant a full acre crisis garden.
[00:53:31.766 --> 00:53:34.607]  So visit them today at survivalseedbank.com.
[00:53:34.947 --> 00:53:38.108]  That's survivalseedbank.com, or give them a call at 877-327-0365.
[00:53:38.128 --> 00:53:38.328]  That's 877-327-0365.
[00:53:43.550 --> 00:53:43.891]  327-0365.
[00:53:44.711 --> 00:53:50.515]  Remember, in a real crisis, non-hybrid seeds are the ultimate barter item.
[00:53:50.815 --> 00:53:53.277]  This is Alex Jones for survivalseedbank.com.
[00:54:04.084 --> 00:54:05.284]  Here's the top story.
[00:54:05.344 --> 00:54:07.886]  This is your daily action, folks.
[00:54:07.946 --> 00:54:11.869]  I need you to post this on all your Facebooks, your MySpace, your Twitter.
[00:54:13.507 --> 00:54:21.796]  We were looking at Facebook and there's 20 or so fan sites with over 100,000 members.
[00:54:23.157 --> 00:54:24.619]  Just get it out to everybody.
[00:54:25.199 --> 00:54:25.860]  Red Alert!
[00:54:25.980 --> 00:54:30.165]  Intelligence Chiefs Certain Their Bosses Will Stage Terror Attack.
[00:54:30.565 --> 00:54:33.568]  This is from PrisonPlanet.com.
[00:54:33.808 --> 00:54:34.910]  Paul Joseph Watson.
[00:54:36.024 --> 00:54:42.730]  Dissatisfied with their botched efforts of the underwear bombing Patsy, Military Industrial Complex promises to try again.
[00:54:43.811 --> 00:54:52.119]  Using information gleaned from the blatantly set-up underwear bomber Patsy, intelligence chiefs have assured us that their bosses will stage another terror attack in the U.S.
[00:54:52.139 --> 00:54:54.542]  I'm going to play the Fox News clip in the last 30 minutes of the show today.
[00:54:55.062 --> 00:54:56.724]  Within the next three to six months.
[00:54:57.965 --> 00:55:00.888]  And that's their timeline as they mass ships and troops for Iran.
[00:55:02.136 --> 00:55:09.521]  According to the nation's intelligence chiefs, a terror attack in the United States will be likely launched within the next six months, reports the Wall Street Journal.
[00:55:10.842 --> 00:55:16.566]  ABC News has learned some of the intelligence has come from accused Christmas Day bomber, states the report.
[00:55:16.906 --> 00:55:22.730]  Now they want to x-ray your body with chest x-rays because they may have fake breast implants with bombs.
[00:55:23.331 --> 00:55:30.336]  Despite the fact that the official story behind the Christmas Day bombing has been discredited beyond all recognition, the establishment is still constantly invoking
[00:55:31.385 --> 00:55:39.215]  It is yet another reason for Americans to obediently line up for naked body scans in fear of what other boogeyman is being waved in front of their faces this week.
[00:55:40.188 --> 00:56:00.375]  Since federal and state authorities apparently now consider libertarians, Ron Paul supporters, gun owners, and basically anyone with two brain cells left rubbed together as potential terrorists, domestic terrorists, whatever tricks they do decide to pull over the next six months will undoubtedly be used to tighten the screws against the American dissidents they have consistently characterized as extremist threats.
[00:56:00.875 --> 00:56:04.416]  And they're saying they want to start censoring the internet in the name of countering this.
[00:56:04.476 --> 00:56:06.397]  I mean, they're moving, folks, because we're hurting them.
[00:56:07.117 --> 00:56:26.916]  Authorities, not servants, but authorities, last week quietly reversed the official story behind the Christmas Day underwear bombing attack, acknowledging that the accomplice was involved despite weeks of denial and derision of key eyewitness Kurt Haskell's description of a sharp-dressed man who helped the underwear bomber board flight 253 in Amsterdam to Detroit.
[00:56:27.987 --> 00:56:38.376]  Detroit lawyer Kurt Haskell maintained from the beginning that he saw a well-dressed Indian man aid the accused bomber to board the plane despite the fact that he had no passport and was on a terror watch list.
[00:56:38.917 --> 00:56:43.321]  While Muttalib was poorly dressed, his friend was dressed in exquisite suit, Haskell said.
[00:56:45.066 --> 00:56:49.230]  The suited man asked ticket agents whether the underwear bomber could board without a passport.
[00:56:49.290 --> 00:56:51.471]  This guy, he said, is from Sudan.
[00:56:51.792 --> 00:56:54.374]  We do this all the time, reported Michigan Live News website.
[00:56:55.154 --> 00:57:02.381]  FBI agents interviewed Haskell and told him about the sharp-dressed man, but officials refused to admit that a wider conspiracy was
[00:57:03.141 --> 00:57:07.990]  At hand, stoically maintaining the official story that the underwear bomber acted alone.
[00:57:08.370 --> 00:57:15.343]  Authorities claim that videotapes did not show a second man accompanying the underwear bomber, and yet they refuse to release any footage of the alleged bomber.
[00:57:16.701 --> 00:57:20.823]  There seems little doubt that the underwear bomber was at least one accomplice, if not more.
[00:57:20.863 --> 00:57:30.188]  Authorities have remained silent about other eyewitness reports which described a man intently filming the alleged terrorist throughout the whole flight.
[00:57:30.708 --> 00:57:38.732]  A connection that strongly suggests the attempted bomber was involved in some kind of drill and that his strings were being pulled by people in more senior positions.
[00:57:39.872 --> 00:57:42.834]  Then you have the other guy they say they found with a bomb that they jerked off the plane.
[00:57:44.705 --> 00:57:45.325]  It continues.
[00:57:45.365 --> 00:57:57.391]  Hundreds of terror suspects, patsies and mentally deficient, have been convicted in civilian federal courts, including convicted shoe bomber Richard Reed, who attended the Finsbury Park Mosque of North London.
[00:57:57.411 --> 00:58:03.733]  The Finsbury Imam, at the time, has been working for British security services since 97.
[00:58:05.287 --> 00:58:09.309]  Just like the head of the 7-7 bombings was one of their security service people.
[00:58:09.789 --> 00:58:17.734]  A large number of the supposed terrorists convicted in American courts were entrapped by FBI and classic COINTELPRO fashion did not have links to CIA-created al-Qaeda.
[00:58:18.134 --> 00:58:23.117]  The entrapped often fuzzy on al-Qaeda or what it represents.
[00:58:23.197 --> 00:58:30.861]  And then they get into the key areas here where the neocons are calling for some type of staged event or new war.
[00:58:31.241 --> 00:58:32.282]  Stay with us, we'll be right back.
[00:58:35.447 --> 00:58:37.273]  Thank you for listening to GCN.
[00:58:38.698 --> 00:58:40.906]  Visit GCNlive.com today.
[00:58:44.144 --> 00:58:46.746]  Hello, this is Alex Jones with some important questions.
[00:58:47.166 --> 00:58:52.129]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:58:52.489 --> 00:58:54.210]  My answer would be all I can get.
[00:58:54.530 --> 00:58:59.353]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:58:59.533 --> 00:59:00.493]  How much do you want?
[00:59:00.714 --> 00:59:01.454]  When do you want it?
[00:59:01.834 --> 00:59:03.435]  Now or after the battle starts?
[00:59:03.735 --> 00:59:04.556]  When will you need it?
[00:59:04.796 --> 00:59:06.857]  Can you buy it without proper identification?
[00:59:06.997 --> 00:59:08.118]  Will there be any food?
[00:59:08.338 --> 00:59:09.659]  Will it make your children sick?
[00:59:10.319 --> 00:59:12.242]  Quarantine and you can't feed yourself.
[00:59:12.402 --> 00:59:14.926]  Will you go to the gathering center and be immunized?
[00:59:15.126 --> 00:59:18.310]  You wipe out all these problems if you have a good food supply.
[00:59:18.711 --> 00:59:22.216]  Food is your ammunition to fight for your freedom and your life.
[00:59:22.536 --> 00:59:23.538]  How much will you need?
[00:59:23.758 --> 00:59:24.399]  We don't know.
[00:59:24.659 --> 00:59:25.580]  How much do you want?
[00:59:25.781 --> 00:59:26.502]  All you can get.
[00:59:26.522 --> 00:59:27.363]  I'm Alex Jones.
[00:59:27.763 --> 00:59:30.544]  I want all of you good guys to live to fight another day.
[00:59:30.824 --> 00:59:33.005]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:59:33.025 --> 00:59:34.026]  Again, that number, 1-800-409-5633.
[00:59:34.046 --> 00:59:35.206]  Waging war on corruption.
[00:59:35.246 --> 00:59:37.067]  Alex Jones on the GCN Radio Network.
[00:59:58.266 --> 01:00:02.429]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:03.089 --> 01:00:03.909]  You want answers?
[01:00:04.670 --> 01:00:05.590]  Well, so does he.
[01:00:06.231 --> 01:00:09.853]  He's Alex Jones on the GCN Radio Network.
[01:00:10.413 --> 01:00:14.496]  And now, live from Austin, Texas, Alex Jones.
[01:00:16.837 --> 01:00:24.482]  The neokinds at National Review and other places are calling for an attack on Iran to get Obama's approval ratings up.
[01:00:24.642 --> 01:00:25.863]  That's coming up the next hour.
[01:00:28.936 --> 01:00:35.545]  But for the next 60 minutes, we're joined by Free Ray Ricky Ross, one of the biggest cocaine dealers in U.S.
[01:00:35.565 --> 01:00:36.006]  history.
[01:00:36.026 --> 01:00:43.377]  And he was sentenced to life imprisonment after being convicted of trying to purchase more than 100 kilograms of cocaine from a federal agent.
[01:00:44.301 --> 01:00:51.583]  Ross's capture was facilitated by his career-long dealer, and it goes through all of that.
[01:00:51.883 --> 01:01:00.085]  It came out in the Dark Alliance piece done by Gary Webb that won the Pulitzer Prize, that the CIA was the main supplier of Ross.
[01:01:00.545 --> 01:01:05.347]  In 96, the CIA's inspector general basically admitted all this before Congress.
[01:01:06.207 --> 01:01:10.809]  And we have all the cases of CIA aircraft crashing with pure cocaine on board coming from the source.
[01:01:11.169 --> 01:01:13.089]  That happened just a year or so ago in Mexico.
[01:01:13.530 --> 01:01:14.570]  This goes on and on.
[01:01:14.610 --> 01:01:22.212]  So I want to get somebody at the heart of the cocaine epidemic on to break down what the drug war is really all about.
[01:01:22.232 --> 01:01:23.393]  He finally got out of prison.
[01:01:23.413 --> 01:01:28.835]  There have been all these big TV shows and movies and things made about Free Ray Ricky Ross.
[01:01:29.975 --> 01:01:31.776]  And he now joins us here today.
[01:01:31.796 --> 01:01:32.456]  Good to have you with us.
[01:01:33.254 --> 01:01:34.614]  Yeah, I'm glad to be here, man.
[01:01:34.854 --> 01:01:37.175]  Thanks for having me.
[01:01:37.195 --> 01:01:43.176]  When I was in prison, I remember all the trouble that you went through trying to get in there and then, you know, people weren't going to have it.
[01:01:45.436 --> 01:01:46.337]  But now you're out.
[01:01:46.397 --> 01:01:51.658]  I mean, look, your bio is so amazingly complex.
[01:01:52.278 --> 01:01:55.659]  Just out of the gates, describe yourself the way you would describe Ricky Ross.
[01:01:56.419 --> 01:01:58.419]  Man, I'm a loving, caring person.
