[00:00:00.089 --> 00:00:01.330]  GCN Radio Network.
[00:46:28.007 --> 00:46:31.608]  It is a tiny blasting cap that ignites that.
[00:46:31.668 --> 00:46:33.329]  And so the government is on record.
[00:46:34.429 --> 00:46:38.250]  And this is what Cass Sunstein, this is what got released a year ago.
[00:46:38.771 --> 00:46:42.452]  He'd written it two years ago advising Harvard and Chicago Business School.
[00:46:42.792 --> 00:46:44.773]  He's now in the White House regulations are.
[00:46:44.813 --> 00:46:47.633]  We've written articles about it, but it's also even been in the mainstream news.
[00:46:48.514 --> 00:46:51.475]  But he said we need to go out and pose as conspiracy theorists.
[00:46:52.455 --> 00:46:55.096]  And he defines that as anybody that criticizes the government.
[00:46:56.414 --> 00:46:57.855]  That's a mind control term itself.
[00:46:57.955 --> 00:47:02.919]  Oh, you don't trust the government, you don't trust BP, you don't trust powerful people.
[00:47:02.939 --> 00:47:09.143]  Our founding fathers said don't trust the system, keep the government small, have separation of powers or you will get tyranny.
[00:47:12.325 --> 00:47:15.848]  But they call what Thomas Jefferson said basically a conspiracy theory.
[00:47:15.888 --> 00:47:21.492]  It's a stereotype, a one-liner, something they just throw out to not have a debate with you, to try to minimize you.
[00:47:22.452 --> 00:47:24.694]  But Sunstein says this isn't working anymore.
[00:47:26.892 --> 00:47:30.233]  He said, we've got to go out and cause infighting with these groups.
[00:47:30.993 --> 00:47:35.274]  We've got to go out and attack their effective leaders, discrediting them.
[00:47:35.294 --> 00:47:38.215]  Well, what happened with COINTELPRO in the 60s with the anti-war movement?
[00:47:38.735 --> 00:47:43.656]  They'd send people in to get everybody infighting with each other.
[00:47:43.976 --> 00:47:46.537]  And so it's a very small government trigger.
[00:47:47.317 --> 00:47:50.697]  And then you've got the troll society, the troll culture online.
[00:47:51.598 --> 00:47:52.618]  It's a coward culture.
[00:47:54.332 --> 00:47:59.194]  And they've done corporate studies about even employees will send threatening emails to their bosses or vice versa.
[00:48:00.055 --> 00:48:04.697]  But they won't say it in person, but in email, people tend to really say what they think.
[00:48:04.757 --> 00:48:07.999]  It's kind of like a drunk man, you know, tells no lies.
[00:48:09.900 --> 00:48:19.585]  And so these people just go wild, and then it's a radicalization process of competing with each other to, you know, bring up more and more crazy things.
[00:48:20.737 --> 00:48:29.523]  And so instead of the conspiracy culture being about government documents and opposing the foreign banks, those are big targets that people don't feel like they're worthy to resist.
[00:48:29.944 --> 00:48:34.747]  But it's easy to look at Alex Jones and say, well, that guy's had some success.
[00:48:34.787 --> 00:48:36.008]  That must be a fraud.
[00:48:37.089 --> 00:48:38.750]  Look what these people are saying about themselves.
[00:48:38.770 --> 00:48:40.711]  They're saying they have no respect in themselves.
[00:48:40.731 --> 00:48:43.973]  They're saying they can't believe there's somebody real out there resisting.
[00:48:44.854 --> 00:48:46.295]  Well, I mean, look how many people we've woke up.
[00:48:46.395 --> 00:48:49.738]  Look at how we're the driving engine of the global awakening.
[00:48:50.981 --> 00:48:52.822]  There's a lot of factors there, but we're the biggest.
[00:48:53.483 --> 00:48:55.064]  Of hundreds of factors, we're the biggest.
[00:48:55.924 --> 00:48:58.906]  There's a lot of fish in the pond of resistance, but we're the biggest.
[00:49:02.689 --> 00:49:08.533]  And so, I always admired people that could do things better than I could, or who were eloquent, or who were beautiful.
[00:49:10.234 --> 00:49:17.479]  I never have really had a lot of envy or jealousy, and I didn't really realize that most people, a lot of people, are driven by that, and most losers are.
[00:49:17.519 --> 00:49:18.760]  They feel sorry for themselves,
[00:49:19.884 --> 00:49:32.130]  And so the kind of conspiracy theory culture, it attracts good patriots, researchers, people that understand what's happening, people who can see over the horizon historically, people who have a sixth and a seventh or an eighth sense, as some would say.
[00:49:34.892 --> 00:49:39.955]  But it also attracts people who are just angry and who want to blame somebody for something.
[00:49:45.117 --> 00:49:45.497]  And so,
[00:49:46.738 --> 00:49:47.859]  There's a lot of jealousy.
[00:49:48.700 --> 00:49:49.841]  They have a simple term for it.
[00:49:49.861 --> 00:49:50.622]  It's called haters.
[00:49:56.508 --> 00:50:06.135]  I almost cringe when a Willie Nelson or a Charlie Sheen calls me now and wants to come on the show, or Jesse Ventura tells me, hey, I want to come on and go public for 9-11 Truth two and a half years ago.
[00:50:07.016 --> 00:50:11.339]  Because then I used to, I thought that would wake people up because they care about celebrity.
[00:50:11.379 --> 00:50:13.801]  Now I realize it just makes them get more jealous.
[00:50:13.861 --> 00:50:18.104]  So I've been contacted by a lot of big celebrities lately, and I haven't even asked them to come on.
[00:50:19.325 --> 00:50:31.412]  I'm just like, because I realize we need to build the archetype up of the individual, the auto mechanic, the police officer, the school teacher, the artist, the little man standing up, because that really is where the power is.
[00:50:32.372 --> 00:50:36.895]  And I learn more and more about human traits and the way people behave.
[00:50:38.396 --> 00:50:52.409]  And I realize that a lot of people also just, at a subconscious level, they envy my courage, they envy my intellect, they envy my will, they envy my success, and the fact that I work harder than anybody else.
[00:50:52.429 --> 00:51:02.237]  I mean, God gave me a lot of great gifts, and they all work together for the glory of God's creation, and for God, and so I'm committed.
[00:51:02.297 --> 00:51:03.599]  But yeah, stay focused on issues.
[00:51:04.198 --> 00:51:08.481]  We all know that the Berkey water purification systems are the most trusted name in water filtration.
[00:51:08.801 --> 00:51:16.347]  As an authorized Berkey dealer for over four years and serving thousands of satisfied customers, the Berkey Guy offers amazing specials for Berkey water systems.
[00:51:16.607 --> 00:51:31.398]  The revolutionary Berkey light systems include a set of self-sterilizing and re-cleanable black purification elements that purify water by removing chlorine, pathogenic bacteria, cysts and parasites to non-detectable levels and removes harmful chemicals such as herbicides and pesticides.
[00:51:31.698 --> 00:51:41.002]  Order the Berkey Light System today, complete with two black Berkey elements for only $209 and the Berkey Guy will include three Sport Berkey water bottles and ship everything to you free of charge.
[00:51:41.222 --> 00:51:44.543]  That's right, three Sport Berkey water bottles and free shipping.
[00:51:44.743 --> 00:51:47.885]  An $87 value, yours free, but only for a limited time.
[00:51:48.145 --> 00:51:49.845]  Just call the Berkey Guy at 1-877-886-3653 now to order.
[00:51:49.865 --> 00:51:51.546]  That's 1-877-886-3653 or order online now at GoBerkey.com.
[00:51:51.566 --> 00:51:52.366]  That's GoBerkey.com today!
[00:52:03.581 --> 00:52:08.445]  The question is, where should the American people draw their line in the sand?
[00:52:08.545 --> 00:52:09.325]  What have we got?
[00:52:09.545 --> 00:52:11.667]  A republic or a monarchy?
[00:52:11.987 --> 00:52:12.728]  A republic.
[00:52:12.988 --> 00:52:15.570]  It's based on a constitution which protects minority rights.
[00:52:15.650 --> 00:52:17.551]  Not democracy, not mob rule.
[00:52:17.912 --> 00:52:19.813]  Two wolves and a sheep voting on what's for dinner.
[00:52:19.933 --> 00:52:21.214]  So they think they own our land?
[00:52:21.614 --> 00:52:22.735]  They think they own our water?
[00:52:22.935 --> 00:52:23.336]  Children?
[00:52:23.536 --> 00:52:24.316]  Our education?
[00:52:24.657 --> 00:52:25.297]  Our money?
[00:52:25.497 --> 00:52:29.160]  We have to define who we are and what we will tolerate.
[00:52:29.500 --> 00:52:33.166]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:52:33.206 --> 00:52:34.188]  You'll be warned.
[00:52:34.468 --> 00:52:35.289]  We have the facts.
[00:52:35.510 --> 00:52:36.611]  We have the Constitution.
[00:52:36.671 --> 00:52:37.553]  We have the Bill of Rights.
[00:52:37.573 --> 00:52:38.394]  We have common law.
[00:52:38.474 --> 00:52:40.738]  Knowledge is power, ladies and gentlemen.
[00:52:40.998 --> 00:52:44.764]  And I'm so excited to be able to offer you Don't Tread on Me, Rise of the Republic.
[00:52:44.864 --> 00:52:49.647]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:52:49.807 --> 00:52:51.147]  A new tool in the Info War.
[00:52:51.308 --> 00:52:52.148]  Don't tread on me.
[00:52:52.408 --> 00:52:58.812]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:53:04.175 --> 00:53:05.075]  Global meltdowns.
[00:53:05.435 --> 00:53:06.456]  Massive unemployment.
[00:53:06.836 --> 00:53:07.616]  Endless wars.
[00:53:08.056 --> 00:53:09.297]  A new currency crisis.
[00:53:09.697 --> 00:53:11.438]  Financially and morally bankrupt.
[00:53:11.778 --> 00:53:13.619]  A great and terrible storm is approaching.
[00:53:13.939 --> 00:53:15.559]  So what's the best way to get ready?
[00:53:15.819 --> 00:53:17.540]  To get prepared for hard times ahead.
[00:53:17.900 --> 00:53:19.501]  Introducing Off the Grid News.
[00:53:19.901 --> 00:53:26.083]  A weekly newsletter for independent patriots who want practical advice on how to survive and prosper in an increasingly dangerous world.
[00:53:26.383 --> 00:53:31.325]  It's the best way to get a black belt in emergency preparedness, survival skills, and off-the-grid living.
[00:53:31.665 --> 00:53:33.586]  Off the Grid News is fiercely independent
[00:53:33.866 --> 00:53:43.632]  All about self-reliance and packed with helpful information on survival gardening, food preparation, alternative energy, herbal medicines, privacy and security, as well as God, gold and guns.
[00:53:43.932 --> 00:53:45.753]  With absolutely no apologies.
[00:53:46.073 --> 00:53:46.733]  And the best part?
[00:53:46.893 --> 00:53:50.595]  This $100 a year service is now free of charge for our listeners.
[00:53:50.976 --> 00:53:54.978]  That's right, free for our listeners who sign up at OffTheGridNews.com.
[00:53:55.198 --> 00:53:56.899]  That's OffTheGridNews.com.
[00:53:57.119 --> 00:53:59.941]  You can sign up for free at OffTheGridNews.com.
[00:54:00.301 --> 00:54:01.442]  OffTheGridNews.com.
[00:54:10.093 --> 00:54:29.160]  One other reason it's so popular to attack this radio show by the mainstream media, the government, corporations, is because, you know, if one head tries to pop up above the others, it's fun to try to knock it back down.
[00:54:29.460 --> 00:54:30.901]  You ever gone fishing for crabs?
[00:54:31.960 --> 00:54:37.226]  Must have been 15 years ago, an old patriot, you know, said, well, you know why there's so much infighting.
[00:54:37.266 --> 00:54:41.971]  You know why, you know, the system is promoting infighting and pushing it to keep us all down.
[00:54:42.011 --> 00:54:43.072]  It's a form of divide and conquer.
[00:54:43.092 --> 00:54:45.494]  But more than that, here we're going crab fishing.
[00:54:45.514 --> 00:54:47.797]  And yeah, throw out a piece of bacon or whatever.
[00:54:48.177 --> 00:54:49.058]  The crab's greedy.
[00:54:49.619 --> 00:54:52.542]  You drag him in, you scoop him up with a shovel, you throw him in a bucket.
[00:54:53.022 --> 00:54:54.384]  And if the crabs work together,
[00:54:55.501 --> 00:55:02.606]  Like army ants, they could form a human chain or an ant chain or a crab chain and get out of the crab bucket.
[00:55:02.646 --> 00:55:13.194]  But when the crabs will all leave each other alone till the biggest crab goes over and starts trying to climb out and crabs will come over and grab him by the legs and try to pull him back down.
[00:55:15.195 --> 00:55:21.380]  And I thought that was a good, all the terms not parable or good analogy.
[00:55:23.275 --> 00:55:29.658]  What's the best term to describe that?
[00:55:29.678 --> 00:55:38.982]  And that's why the system tells us torture and secret arrest and murder and killing is good.
[00:55:39.382 --> 00:55:42.923]  That's why they teach people when somebody else fails, you get ahead.
[00:55:43.984 --> 00:55:47.185]  When in truth, a rising tide raises all ships.
[00:55:47.625 --> 00:55:49.646]  A lowering tide lowers all ships.
[00:55:53.100 --> 00:55:58.722]  The truth is, if you talk to most people, they say, yeah, even people that attack me, they say, Alex Jones won't be up, but he's bad.
[00:55:58.742 --> 00:56:03.124]  See, they don't understand what Christ said about judge a tree by its fruits.
[00:56:04.244 --> 00:56:05.485]  But it doesn't bother me.
[00:56:05.505 --> 00:56:12.007]  I've gained more wisdom over the years, and I know that that is a symptom of our success against the New World Order.
[00:56:14.411 --> 00:56:37.685]  But I look at all the good people out there who have discernment and understand what's going on and how they are ignoring the disinformation and how they're moving forward because these minions and these fellow travelers of evil and weakness, they're just frustrated and feel powerless and it makes their ego feel good to be able to ignore all of my work and just say, you know, I, the troll, am good.
[00:56:37.905 --> 00:56:39.206]  Alex Jones is bad.
[00:56:40.627 --> 00:56:41.868]  I feel sorry for those people.
[00:56:44.192 --> 00:57:02.478]  But they do win when we divert from all the information we have and warning people about the poison and the food and the water and how it's done by design and how we can say no to these products and no to these vaccines.
[00:57:04.119 --> 00:57:07.640]  If we just stay focused on warning people, I want to warn new people.
[00:57:07.960 --> 00:57:09.340]  I'm not here to talk to the choir.
[00:57:09.601 --> 00:57:13.762]  When I do talk to the choir, like I've been doing the last 10 minutes, it is only
[00:57:15.652 --> 00:57:20.593]  To get you to look inward and realize how you can do a better job.
[00:57:21.473 --> 00:57:22.953]  And so, the caller from D.C.
[00:57:23.353 --> 00:57:24.033]  brought up those points.
[00:57:24.053 --> 00:57:28.534]  I thought they were very, very central and extremely informative.
[00:57:28.934 --> 00:57:29.834]  And Obama's done it.
[00:57:29.894 --> 00:57:33.935]  Just minutes ago, he signed the sweeping financial overhaul in the law.
[00:57:33.955 --> 00:57:36.216]  It's not just Alex Jones saying this.
[00:57:36.256 --> 00:57:39.816]  It's Ron Paul and Judge Andrew Napolitano and many others have analyzed the bill.
[00:57:40.876 --> 00:57:44.557]  And it expands the Federal Reserve dictatorship by several orders.
[00:57:45.859 --> 00:57:52.545]  It is just incredibly bad news, but it's the beginning of their end, because now they're identified as the ruling elite.
[00:57:52.965 --> 00:57:58.910]  Not their puppet Obama, not their puppet George W. Bush, or their puppet Mitt Romney, or Sarah Palin, or any of these people.
[00:57:59.831 --> 00:58:03.534]  They're bought and paid for by the globalists that make up the false left-right paradigm.
[00:58:04.622 --> 00:58:10.486]  The controllers in their own writings have been pointing out we're in trouble because the people now are looking at the real shadow government.
[00:58:10.826 --> 00:58:21.093]  It's now in the news about Top Secret America and the 850 plus thousand highest level security level private corporate spies that we've talked so much about.
[00:58:21.114 --> 00:58:22.474]  This is a private corporate takeover.
[00:58:23.015 --> 00:58:28.439]  They've gone in, paid off the government to have the government give them government power so they can then go in and take over.
[00:58:29.448 --> 00:58:30.268]  So the sky's the limit.
[00:58:30.288 --> 00:58:31.849]  Now listen, I want to go through your calls quickly.
[00:58:32.550 --> 00:58:33.870]  These calls are all profound though.
[00:58:34.290 --> 00:58:37.732]  So I'm going to go to Frank, Jeremy, Walt, Robert, Kirby and others.
[00:58:37.752 --> 00:58:40.594]  When we start in the second hour, then I got a bunch of news coming up.
[00:58:40.614 --> 00:58:40.994]  Stay with us.
[00:58:45.376 --> 00:58:47.417]  Thank you for listening to GCN.
[00:58:47.997 --> 00:58:50.939]  Be sure to visit GCNlive.com today.
[00:58:53.140 --> 00:58:58.003]  The question is, where should the American people draw their line in the sand?
[00:58:58.103 --> 00:58:58.884]  What have we got?
[00:58:59.104 --> 00:59:01.245]  A republic or a monarchy?
[00:59:01.565 --> 00:59:02.266]  A republic.
[00:59:02.566 --> 00:59:05.147]  It's based on a constitution which protects minority rights.
[00:59:05.208 --> 00:59:07.109]  Not democracy, not mob rule.
[00:59:07.469 --> 00:59:09.390]  Two wolves and a sheep voting on what's for dinner.
[00:59:09.490 --> 00:59:10.771]  So they think they own our land?
[00:59:11.171 --> 00:59:12.312]  They think they own our water?
[00:59:12.492 --> 00:59:12.892]  Children?
[00:59:13.112 --> 00:59:13.893]  Our education?
[00:59:14.213 --> 00:59:14.833]  Our money?
[00:59:15.054 --> 00:59:18.716]  We have to define who we are and what we will tolerate.
[00:59:19.076 --> 00:59:22.720]  Somebody's gonna ask you what you did during the Patriot Uprising.
[00:59:24.062 --> 00:59:24.863]  We have the facts.
[00:59:25.063 --> 00:59:26.184]  We have the Constitution.
[00:59:26.224 --> 00:59:27.106]  We have the Bill of Rights.
[00:59:27.146 --> 00:59:27.967]  We have common law.
[00:59:28.027 --> 00:59:30.269]  Knowledge is power, ladies and gentlemen.
[00:59:30.550 --> 00:59:33.253]  And I'm so excited to be able to offer you Don't Tread on Me.
[00:59:33.493 --> 00:59:34.314]  Rise of the Republic.
[00:59:34.434 --> 00:59:39.217]  Tyranny is upon us, but liberty and the sleeping giant that is the American people is rising.
[00:59:39.377 --> 00:59:40.757]  A new tool in the Info War.
[00:59:40.878 --> 00:59:41.738]  Don't tread on me.
[00:59:41.978 --> 00:59:52.484]  Order it at InfoWars.com or PrisonPlanet.com or call toll free 888-253-3139 and support independent patriotic liberty films.
[00:59:56.246 --> 00:59:58.167]  Waging war on corruption.
[00:59:58.627 --> 01:00:01.409]  Alex Jones on the GCM Radio Network.
[01:00:08.157 --> 01:00:12.341]  Big Brother, Mainstream Media, Government Cover-Ups.
[01:00:12.982 --> 01:00:13.803]  You want answers?
[01:00:14.584 --> 01:00:15.505]  Well, so does he.
[01:00:16.125 --> 01:00:19.789]  He's Alex Jones on the GCN Radio Network.
[01:00:20.310 --> 01:00:24.434]  And now, live from Austin, Texas, Alex Jones.
[01:00:25.035 --> 01:00:29.920]  Okay, coming up at the bottom of the hour, got a huge news blitz coming up.
[01:00:31.281 --> 01:00:38.306]  Obama has signed the sweeping financial overhaul bill into law, giving the Federal Reserve even more power over the complete economy.
[01:00:39.907 --> 01:00:41.609]  They create the crisis, offer the solution.
[01:00:42.149 --> 01:00:44.431]  False flag cyber attack could take down the internet.
[01:00:44.451 --> 01:00:50.215]  I want to get into this, our top story today, and a lot of other key information that's coming up.
[01:00:50.235 --> 01:00:51.796]  But let's go to your phone calls right now.
[01:00:52.197 --> 01:00:53.137]  Frank in Wisconsin.
[01:00:53.157 --> 01:00:53.898]  You're on the air, Frank.
[01:00:54.716 --> 01:00:55.476]  Yeah, hey Alex.
[01:00:55.636 --> 01:00:57.697]  I appreciate you taking my call.
[01:00:57.717 --> 01:00:59.318]  I listen to you all the time.
[01:00:59.918 --> 01:01:02.520]  We're up here in what they call God's country.
[01:01:03.660 --> 01:01:08.822]  There's so much I'd love to talk to you about, but I just really want to tell you the great job you're doing.
[01:01:09.803 --> 01:01:13.705]  Well, I appreciate you and I appreciate all you getting the word out about what's really happening in this world.
[01:01:13.725 --> 01:01:16.326]  There's an unprecedented awakening taking place.
[01:01:17.958 --> 01:01:18.618]  I'm trying.
[01:01:18.959 --> 01:01:29.883]  I go out and I put up flyers on bulletin boards telling people, you know, they need to listen to Alex Jones and InfoWars and wake up to what's really going on here in our world.
[01:01:30.905 --> 01:01:33.946]  Sometimes as fast as I put them up, though, they're taken down.
[01:01:34.207 --> 01:01:37.628]  And it's like, you know, are these people, you know, what's wrong with, you know, society?
[01:01:37.648 --> 01:01:38.829]  They need really to wake up.
[01:01:38.869 --> 01:01:41.770]  Well, they don't want to be reminded about the bad things that are happening.
[01:01:41.810 --> 01:01:46.592]  They think if they just procrastinate and ignore it, everything's going to be all right.
[01:01:46.652 --> 01:01:48.773]  But it doesn't take a majority to fix society.
[01:01:48.853 --> 01:01:52.235]  It takes a highly motivated, focused, tireless minority.
[01:01:52.275 --> 01:01:56.376]  And our minority is much bigger per capita than what it was in the 1770s.
[01:01:56.417 --> 01:01:59.238]  So we're going to win this if we just persevere.
[01:02:00.238 --> 01:02:03.781]  By the sheer force of numbers and the fact that we have right on our side.
[01:02:05.803 --> 01:02:07.144]  Hey, I'm hoping.
[01:02:07.304 --> 01:02:08.304]  I'm praying all the time.
[01:02:09.265 --> 01:02:11.227]  We're here in God's country.
[01:02:11.267 --> 01:02:17.371]  I used to live in Florida and one of the reasons I moved up here, I thought it was a safe place to have my family.
[01:02:17.712 --> 01:02:18.872]  It's clean.
[01:02:18.892 --> 01:02:24.236]  We have the world's largest concentration of fresh water here.
[01:02:25.510 --> 01:02:34.641]  It's uh... but you know it's they're they're everywhere just uh... wasn't that long ago talking to a friend of mine and uh... as tell me the uh...
[01:02:35.120 --> 01:02:42.646]  The FBI was going into some of the tattoo parlors and wanting names of people that are getting certain types of tattoos.
[01:02:42.807 --> 01:02:46.790]  Oh no, we've got the flyers they give them at gun shops, tattoo parlors everywhere.
[01:02:47.150 --> 01:02:56.878]  If somebody's missing a finger, which a lot of farmers are, if somebody's got burns on their hands, which most farmers do, that I've known, then they must be terrorists.
[01:02:56.898 --> 01:03:00.562]  This entire anti-terror apparatus is for we the people.
[01:03:01.122 --> 01:03:02.463]  I really do appreciate your call.
[01:03:03.564 --> 01:03:04.866]  I saw a story last Friday.
[01:03:05.246 --> 01:03:06.128]  It was in my stack.
[01:03:06.368 --> 01:03:07.469]  Will you guys reprint it?
[01:03:08.411 --> 01:03:12.696]  It dealt with federal government creating fund to buy more land.
[01:03:13.769 --> 01:03:18.813]  And just the other night, I saw Louie Gohmert on C-SPAN back there in the kitchen, in the coffee room here at the office.
[01:03:19.674 --> 01:03:21.856]  And he had a map up of western states.
[01:03:22.416 --> 01:03:24.198]  Over 90% of Nevada federal.
[01:03:24.638 --> 01:03:26.280]  Over 80% of Utah federal.
[01:03:26.960 --> 01:03:29.502]  Many of those states are over 70%, some even higher.
[01:03:29.522 --> 01:03:34.687]  And he was showing just little bitty slivers that are not federal, and then most of that is state.
[01:03:35.635 --> 01:03:43.919]  And so the Feds now have passed a new tax and a new multi-billion dollar a year fund to go force people to sell their property to them.
[01:03:45.220 --> 01:03:47.761]  And if you fly in an airplane, you see how much land there is.
[01:03:48.342 --> 01:03:57.446]  Humans have this hallucination, this false perception, this... What do they call those pictures you hang on the wall?
[01:03:58.067 --> 01:04:00.968]  Pictures where it's got a hidden image that you can't see?
[01:04:00.988 --> 01:04:04.070]  Yeah, those magic eye pictures, or it's a...
[01:04:05.677 --> 01:04:06.757]  Visual illusion.
[01:04:08.518 --> 01:04:18.040]  Where we all live in cities, 90% of us in growing, it's almost above 90%, and so we see the cars, the people, the lines, and we think, oh my gosh, there's too many people.
[01:04:18.520 --> 01:04:25.502]  But I mean, you just drive in any direction outside your town or city, and you'll see most of the farms aren't even being tilled.
[01:04:26.062 --> 01:04:28.483]  The federal government pays the farmers not to grow food.
[01:04:28.963 --> 01:04:31.964]  Meanwhile, I was looking at some statistics the other night.
[01:04:33.592 --> 01:04:34.332]  In fact, pull that up, too.
[01:04:34.352 --> 01:04:35.292]  I want to double-check those.
[01:04:35.792 --> 01:04:39.833]  Africa, just 30 years ago, was almost 800 million, and now it's 500 million?
[01:04:40.433 --> 01:04:42.414]  They've gotten rid of a couple hundred million of the Africans?
[01:04:42.434 --> 01:04:46.475]  I mean, the population reduction's going on, ladies and gentlemen.
[01:04:48.015 --> 01:04:51.636]  The Arabs, the Muslims, won't let the globalists in to abort and poison their food.
[01:04:51.656 --> 01:04:53.056]  A lot of the Asians won't.
[01:04:53.796 --> 01:04:55.417]  Latin America won't, so their numbers are up.
[01:04:55.457 --> 01:04:59.297]  But the globalists run Africa, the colonial powers, and they're murdering those people.
[01:05:00.198 --> 01:05:01.978]  And some folks will say, well, there are too many people.
[01:05:03.464 --> 01:05:07.287]  Let me tell you a little bit about one of our great sponsors, HomeGain.com.
[01:05:07.547 --> 01:05:13.252]  This is the place to get you started buying or selling a home, finding a realtor, and getting any real estate questions answered.
[01:05:13.532 --> 01:05:17.315]  Go to HomeGain.com and see what I'm talking about.
[01:05:17.715 --> 01:05:24.040]  All you need to do is type in your home address and you will get an instant free estimate of your home's value online.
[01:05:24.420 --> 01:05:27.302]  This is a great way to be able to monitor the value of your home.
[01:05:27.742 --> 01:05:29.343]  And again, it's absolutely free.
[01:05:29.843 --> 01:05:31.464]  There are tons of tools to help you.
[01:05:31.884 --> 01:05:35.346]  For instance, if you want to remodel your home, go to HomeGain.com.
[01:05:35.666 --> 01:05:42.249]  Use their Home Sale Maximizer to help you determine which home improvements can most increase your home's value before you put it on the market.
[01:05:42.469 --> 01:05:45.591]  For 10 years, these folks have been helping home sellers and buyers.
[01:05:46.031 --> 01:05:47.972]  Visit their link at InfoWars.com.
[01:05:48.372 --> 01:05:53.415]  Look for MAX, the Orange Home Gain Gorilla, to help you with any real estate needs you might have.
[01:05:53.775 --> 01:05:54.796]  You'll love this site.
[01:05:55.016 --> 01:05:56.377]  It's HomeGain.com.
[01:05:56.897 --> 01:05:59.439]  H-O-M-E-G-A-I-N.com.
[01:05:59.760 --> 01:06:00.560]  Check them out today.
[01:06:03.022 --> 01:06:03.602]  Hello, friends.
[01:06:03.642 --> 01:06:04.583]  This is Alex Jones.
[01:06:04.663 --> 01:06:07.485]  You've heard me talk about Cal Bend 5 Star Soaps for years.
[01:06:08.046 --> 01:06:12.969]  This is an American-made product of the highest quality and compares to nothing you will find in stores.
[01:06:13.270 --> 01:06:16.452]  You can buy factory direct, shipped via UPS right to your door.
[01:06:16.712 --> 01:06:20.115]  Check them out on the web at 5starsoap.com or call 800-340-7091.
[01:06:23.197 --> 01:06:24.137]  Take my word for it.
[01:06:24.318 --> 01:06:26.659]  Once you've used pure soap, you won't buy anything else.
[01:06:26.979 --> 01:06:33.202]  Since 1947, Calvin's Soap Company has been showing consumers that soap can be tough on dirt and gentle on the environment.
[01:06:33.502 --> 01:06:34.902]  Buy American and stay clean.
[01:06:35.002 --> 01:06:38.684]  As well as support InfoWars, visit 5starsoap.com today or call 1-800-340-7091.
[01:06:38.704 --> 01:06:39.965]  Well, Marty, what do you have to say?
[01:06:43.326 --> 01:06:50.570]  As founder and owner for over 63 years, satisfaction is guaranteed on W Dirtback.
[01:06:51.250 --> 01:06:56.333]  Call us at 1-800-340-7091 for a free catalog or visit our website 5starsoap.com.
[01:06:56.373 --> 01:06:56.813]  Thank you!
[01:07:02.568 --> 01:07:06.811]  This is Alex Jones with 5 good reasons you should consider buying a solar power generator.
[01:07:07.131 --> 01:07:07.412]  Number 1.
[01:07:08.032 --> 01:07:11.194]  New climate legislation could easily double or triple your electric bill.
[01:07:11.475 --> 01:07:12.035]  Number 2.
[01:07:12.335 --> 01:07:16.879]  Our new energy czar wants to control how much power your electric company allows you to have.
[01:07:17.219 --> 01:07:17.679]  It's true.
[01:07:17.959 --> 01:07:22.523]  Total government control of electricity in the name of smart grid technology is coming.
[01:07:22.843 --> 01:07:23.363]  Number 3.
[01:07:23.664 --> 01:07:26.946]  In some areas of the country, the power grid is dangerously overloaded.
[01:07:27.246 --> 01:07:30.949]  And now, new socialist legislation is only compounding the problem.
[01:07:31.149 --> 01:07:31.690]  Number 4.
[01:07:31.950 --> 01:07:34.312]  Dangerous weather is always a threat to local grids.
[01:07:34.692 --> 01:07:38.096]  Every year, thousands of families lose their power from weather-related outages.
[01:07:38.376 --> 01:07:38.596]  Number 5.
[01:07:39.177 --> 01:07:43.100]  A solar power generator provides powerful backup, insurance, and peace of mind.
[01:07:43.320 --> 01:07:48.085]  Folks, I really believe in the solar power generators offered by Solutions from Science, one of my oldest sponsors.
[01:07:48.365 --> 01:07:52.388]  You can get more information at www.mysolarbackup.com.
[01:07:52.548 --> 01:07:54.109]  That's mysolarbackup.com.
[01:07:54.329 --> 01:07:56.410]  Remember, the government doesn't own the sun.
[01:07:56.570 --> 01:07:58.852]  So go to mysolarbackup.com or call 1-877-327-0365.
[01:07:59.052 --> 01:08:00.993]  What we've got here is failure to communicate.
[01:08:01.013 --> 01:08:02.794]  Some men you just can't reach.
[01:08:13.658 --> 01:08:18.240]  So you get what we had here last week, which is the way he wants it.
[01:08:18.860 --> 01:08:20.381]  Well, he gets it.
[01:08:20.481 --> 01:08:28.744]  I don't like it any more than you do.
[01:08:29.104 --> 01:08:31.345]  Waging war on corruption.
[01:08:31.725 --> 01:08:33.346]  It's Alex Jones.
[01:08:34.126 --> 01:08:34.926]  The Clear Act!
[01:08:41.246 --> 01:08:44.307]  Of another federal land grab, U.S.
[01:08:44.347 --> 01:08:52.190]  Representative Louie Gohmert addressed Congress to report the Natural Resource Committee's passage of H.R.
[01:08:52.210 --> 01:08:58.153]  3534, the Consolidated Land, Energy, and Aquatic Resources Act, or CLEAR Act.
[01:08:59.505 --> 01:08:59.946]  I don't know.
[01:09:12.321 --> 01:09:13.262]  And was introduced in 2009.
[01:09:13.342 --> 01:09:18.184]  Louie Gohmert said the bill contains plans for the federal government to acquire land.
[01:09:18.304 --> 01:09:19.845]  See Gohmert's remarks here.
