[00:00:00.117 --> 00:00:00.537]  Network.
[00:48:09.293 --> 00:48:09.973]  Oh, absolutely.
[00:48:10.134 --> 00:48:13.016]  You don't want to get me on this whole topic.
[00:48:13.176 --> 00:48:14.277]  No, no, please get into it.
[00:48:14.357 --> 00:48:14.697]  Please.
[00:48:14.917 --> 00:48:21.862]  Well, I mean, you've got the land trust working hand in glove with the government to act as land agents for government with every
[00:48:22.779 --> 00:48:33.913]  Uh, sleazy and sometimes genuinely, clearly illegal method to get land and also to get land and tax deductions and things like that for each other.
[00:48:33.933 --> 00:48:40.441]  I mean, the Nature Conservancy with the Board of Directors getting property from the Nature Conservancy.
[00:48:41.189 --> 00:48:42.750]  I mean, that went through Congressional hearings.
[00:48:42.770 --> 00:48:44.350]  It's all extremely documented.
[00:48:44.830 --> 00:48:46.911]  These environmental groups are pretty sleazy.
[00:48:46.971 --> 00:48:54.274]  I've got a man who just, John Dial in Illinois, he just won a court settlement against the National Wildlife Federation.
[00:48:54.694 --> 00:48:58.076]  They stole his children's book and published it illegally without paying him.
[00:48:58.536 --> 00:49:00.677]  And he just got $300,000 out of court.
[00:49:01.517 --> 00:49:02.838]  There's nothing they won't do.
[00:49:03.078 --> 00:49:05.339]  Well, I've been to smart growth conferences, Carol.
[00:49:05.379 --> 00:49:07.320]  They don't even hide what they're up to.
[00:49:07.680 --> 00:49:08.500]  No, no.
[00:49:08.800 --> 00:49:10.541]  I spoke last night to try to help
[00:49:11.651 --> 00:49:18.673]  Uh, a community in New York State, and it's not terribly far away, and after I spoke, wow, you should have heard the smart growth meadows in the audience.
[00:49:19.053 --> 00:49:21.294]  They just completely lie.
[00:49:21.794 --> 00:49:23.555]  They have no basis for what they say.
[00:49:23.875 --> 00:49:31.717]  They basically all have, if you talk to the individuals in the local communities, they have the idea they've gotten theirs, they moved it to the nice subdivision, now they don't want another subdivision, you know.
[00:49:32.417 --> 00:49:34.318]  Yeah, so I know, people have to wake up.
[00:49:34.638 --> 00:49:36.499]  Well, I think this is going to be a wake-up call.
[00:49:36.539 --> 00:49:41.260]  Yeah, this is, this decision received more interest than any other case that I've followed
[00:49:41.852 --> 00:49:55.807]  And the whole issue of these thousands, literally, of communities that have started condemning nice middle-class areas in the city centers has gotten more interest in government reform and in private property rights than any other issue.
[00:49:56.208 --> 00:49:59.872]  And bottom line, we're talking about incredibly valuable
[00:50:01.610 --> 00:50:12.693]  Businesses and homes all over the country, and the Real Estate Council comes in, pays off the council, and they just come in and try to steal the property, and then not even pay the people full market value.
[00:50:12.733 --> 00:50:14.074]  Folks, you need to go to your website.
[00:50:14.394 --> 00:50:17.355]  It's prfamerica.org.
[00:50:17.455 --> 00:50:20.096]  P-R-F-A-M-E-R-I-C-A dot O-R-G.
[00:50:20.416 --> 00:50:23.477]  Property Rights Foundation of America.
[00:50:23.797 --> 00:50:24.837]  But I would say this, Carol.
[00:50:24.897 --> 00:50:27.298]  Five years ago, people wouldn't listen to me on these issues.
[00:50:27.718 --> 00:50:30.659]  Now, everybody I talk to is aware of what's going on, Carol.
[00:50:30.799 --> 00:50:39.902]  Yeah, I had some hope that people would really make a difference because they have a tremendous interest now in the private property rights issues.
[00:50:40.162 --> 00:50:50.226]  But unfortunately, all of their interest, all of the remarkable treatises that were sent to the Supreme Court from this great range of groups had no influence on this swinging Judge Stevens.
[00:50:50.726 --> 00:50:52.808]  The others, uh, they're iffy.
[00:50:53.208 --> 00:50:57.893]  But, uh, we almost had, uh... I'll tell you what, do one more five minute segment with us, Carol.
[00:50:57.913 --> 00:51:00.195]  I know you're very busy on this dark day, but stay with us.
[00:51:00.235 --> 00:51:01.316]  Five more minutes on the other side.
[00:51:03.624 --> 00:51:10.470]  Hey folks, Alex Jones here, and I'm very excited to announce the release of my bombshell documentary film, 9-1-1, The Road to Tyranny, on DVD.
[00:51:10.790 --> 00:51:12.151]  That's right folks, DVD.
[00:51:12.352 --> 00:51:14.574]  The original film was 144 minutes long.
[00:51:14.714 --> 00:51:16.796]  The DVD version is 170 minutes.
[00:51:17.076 --> 00:51:22.000]  If you want to wake up your friends and families to the truth of what happened on September 11th, this is the film for you.
[00:51:22.360 --> 00:51:26.404]  The Road to Tyranny is already sending shockwaves through Washington and across the United States.
[00:51:26.624 --> 00:51:28.404]  You absolutely must see this DVD.
[00:51:28.484 --> 00:51:39.127]  It covers the history of government-sponsored terrorism, the police state and homeland security, the nightmare UN population control programs, the cashless society control grid, satellite tracking and plannable microchips, and much, much more.
[00:51:39.267 --> 00:51:41.168]  Bottom line, this film is waking people up.
[00:51:41.368 --> 00:51:45.249]  Order your copy on VHS or TV today, and man the guns in the info war.
[00:51:45.329 --> 00:51:46.609]  Order right now by calling 1-888-2533-139.
[00:51:50.350 --> 00:51:52.653]  That's 888-253-3139.
[00:51:52.753 --> 00:51:57.438]  Or order online at Infowars.com or Infowars.net.
[00:51:57.698 --> 00:51:58.399]  Again, that number, 888-253-3139.
[00:52:03.112 --> 00:52:07.014]  Black Berkey Replacement Elements are ideal for use in any gravity filter.
[00:52:07.234 --> 00:52:12.677]  These self-sterilizing filters can transform raw pond and lake water into delicious crystal clear drinking water.
[00:52:12.957 --> 00:52:23.322]  Ideal for travel or outdoor events and perfect in the event of hostile filtration environments such as local or national emergencies because they remove both harmful chemicals and pathogenic bacteria from water.
[00:52:23.482 --> 00:52:27.824]  So powerful they can remove pathogenic bacteria, cysts, parasites to non-detectable levels.
[00:52:27.964 --> 00:52:28.464]  I don't know.
[00:52:43.118 --> 00:52:47.604]  Yes, the Black Berkey filter elements leave in the helpful and beneficial minerals that your body needs.
[00:52:47.824 --> 00:52:52.029]  Normally $48 each, get a 2-pack for only $91 or a 4-pack for only $173.
[00:52:52.250 --> 00:52:56.855]  Get the powerful Black Berkey replacement filters now by calling New Millennium at 888-803-4438.
[00:52:56.895 --> 00:52:57.336]  That's 888-803-4438.
[00:53:02.990 --> 00:53:06.595]  Are you looking for a one-stop shop to find all your favorite books and videos?
[00:53:06.835 --> 00:53:07.697]  Look no further!
[00:53:07.997 --> 00:53:10.581]  Northern Voice Bookstore has everything you need.
[00:53:11.001 --> 00:53:19.453]  Hundreds of titles, from self-defense, survival, and financial freedom, to history, politics, conspiracy, and everything you need to know about the New World Order.
[00:53:19.753 --> 00:53:20.234]  We're good to go.
[00:53:37.256 --> 00:53:37.516]  I'm good.
[00:54:06.105 --> 00:54:12.111]  From his Central Texas Command Center, deep behind enemy lines, the information war continues.
[00:54:12.552 --> 00:54:15.675]  It's Alex Jones and the GCN Radio Network.
[00:54:17.977 --> 00:54:19.619]  We're talking to Carol McGraw.
[00:54:19.659 --> 00:54:22.342]  She's the President of Property Rights Foundation of America.
[00:54:23.999 --> 00:54:28.264]  Talking about this headline, Cities May Cease Homes for Economic Development Court Rules.
[00:54:28.704 --> 00:54:32.007]  That means for private developers, private operations.
[00:54:32.308 --> 00:54:34.130]  Very, very serious, as she said.
[00:54:34.550 --> 00:54:38.054]  The worst ruling in her lifetime, and I would agree concerning property rights.
[00:54:39.014 --> 00:54:40.676]  And it's very, very serious.
[00:54:40.716 --> 00:54:45.340]  Details on this are at PrisonPlanet.com and InfoWars.com right now.
[00:54:45.900 --> 00:54:52.686]  Carol, seven of the nine members were appointed by Republicans, but we continue to see these rulings where, oh, we'll follow U.N.
[00:54:52.746 --> 00:54:56.750]  rulings, oh, we'll take private property, oh, we're ruling against the Second Amendment.
[00:54:57.210 --> 00:54:59.112]  I mean, this is not a conservative court.
[00:54:59.964 --> 00:55:17.982]  Yeah, we have a core of Judge Scalia, Judge Thomas, Senator O'Connor, she came through, but we don't have Judge Souda, he was appointed by, oh God, I know he was appointed by Reagan or Bush, I can't remember.
[00:55:18.002 --> 00:55:18.562]  I think it was Reagan.
[00:55:21.875 --> 00:55:24.896]  But, I mean, it's a real disappointment what he turned out to be.
[00:55:24.936 --> 00:55:27.496]  And of course, Judge Rehnquist has been on our side a lot of the time.
[00:55:27.716 --> 00:55:28.937]  Well, I want to point this out.
[00:55:28.977 --> 00:55:33.478]  The Supreme Court has, in the past, said that black people weren't human beings.
[00:55:34.258 --> 00:55:37.359]  And we just ignored those rulings because we know they are human beings.
[00:55:37.419 --> 00:55:41.299]  So, at a certain point, the Supreme Court is not the end-all be-all, are they?
[00:55:42.240 --> 00:55:45.520]  Well, they are until the Congress overturns this.
[00:55:45.921 --> 00:55:46.601]  The Congress can
[00:55:48.349 --> 00:55:50.791]  Uh, make a ruling that would overturn this ruling.
[00:55:51.071 --> 00:55:52.552]  Are you going to be lobbying to Congress?
[00:55:52.972 --> 00:56:03.559]  Well, our organization isn't, uh, you know, inherently a lobbying organization, but I certainly will be contacting my congressman and advising people how to do that, and, uh, and calling for them to do it.
[00:56:03.579 --> 00:56:06.881]  Uh, you know, they will testify, I will testify.
[00:56:06.901 --> 00:56:13.445]  It's just like Congress almost passed a law, uh, so they couldn't sue gun manufacturers, but they didn't get that done in the Senate.
[00:56:13.765 --> 00:56:16.387]  We need something similar here saying no.
[00:56:17.637 --> 00:56:21.001]  You can only take property for a hospital, or a highway, or a school.
[00:56:21.462 --> 00:56:23.645]  You cannot take it for luxury apartments.
[00:56:23.946 --> 00:56:27.911]  Absolutely, and it's very hard to do this state by state, although we have some progress in the states.
[00:56:27.951 --> 00:56:34.040]  For instance, in New York State, the Republicans were against eminent domain reform, and it was the Democrats
[00:56:35.340 --> 00:56:42.963]  I must say, that work for eminent domain reform in our particular state, that was really interesting.
[00:56:43.003 --> 00:56:48.125]  So here I was, allied with the party that's not the party of my family's birth, you know what I'm saying?
[00:56:48.665 --> 00:56:53.546]  And so, you never know where support and betrayal will come from.
[00:56:53.586 --> 00:56:54.427]  You just never know.
[00:56:54.447 --> 00:57:00.009]  Well, bottom line, the grassroots, Carol, as you know better than I, are totally against this garbage.
[00:57:00.889 --> 00:57:03.790]  There's no one, I know, that doesn't understand this.
[00:57:04.338 --> 00:57:05.259]  You explain it to them.
[00:57:05.519 --> 00:57:07.039]  They can take your house for stores.
[00:57:07.059 --> 00:57:09.040]  They can take your house for apartment houses.
[00:57:09.281 --> 00:57:09.581]  What?
[00:57:10.441 --> 00:57:13.443]  And they will not even pay you market value!
[00:57:13.983 --> 00:57:20.066]  Yeah, well, it's very hard to collect when you're the subject of an eminent domain proceeding because you have to be in court.
[00:57:20.346 --> 00:57:21.827]  You have to pay the appraisers.
[00:57:22.167 --> 00:57:25.829]  You have to get the judge to hear your case and to be fair about your case.
[00:57:26.625 --> 00:57:30.808]  And that costs tens of thousands of dollars, and most people don't have that discretionary income.
[00:57:31.228 --> 00:57:34.390]  Well, you have to invest in it, and it may all be lost.
[00:57:34.430 --> 00:57:39.093]  You may just get the same amount as before, or maybe after the expenses are taken out, it will amount to the same as before.
[00:57:39.653 --> 00:57:46.358]  Yeah, I mean, the federal government has rules and eminent domain to protect the people, but they're obeyed in the disregarding of them.
[00:57:46.378 --> 00:57:52.141]  I mean, it's all written in code books, but they never regard them with eminent domain for ordinary things like rights of way.
[00:57:52.161 --> 00:57:53.982]  What else can we do, Carol, to fight this?
[00:57:56.269 --> 00:58:03.598]  We, ourselves, people who have the public eye, you know, just keep harping on it, getting... I mean, we need busloads of people.
[00:58:03.638 --> 00:58:05.541]  We need protests in Washington.
[00:58:05.881 --> 00:58:10.747]  We need people going to their members of the legislature, or if not, one at a time, you know, like...
[00:58:11.768 --> 00:58:14.850]  I totally agree with you and a man's home is his castle, a woman's home is her palace.
[00:58:14.870 --> 00:58:17.092]  If we don't have this base right, we don't have any rights.
[00:58:41.748 --> 00:58:43.589]  Let me get the actual website here for people.
[00:58:43.629 --> 00:58:46.731]  PRFAmerica.org.
[00:58:46.911 --> 00:58:48.232]  Thanks for coming on.
[00:58:48.292 --> 00:58:49.153]  God bless you Alex Jones.
[00:58:59.958 --> 00:59:00.578]  Big Brother.
[00:59:01.259 --> 00:59:02.299]  Mainstream media.
[00:59:03.020 --> 00:59:04.141]  Government cover-ups.
[00:59:04.761 --> 00:59:05.601]  You want answers?
[00:59:06.362 --> 00:59:07.883]  Well, so does he.
[00:59:07.923 --> 00:59:11.605]  He's Alex Jones on the GCN Radio Network.
[00:59:12.105 --> 00:59:16.248]  And now, live from Austin, Texas, Alex Jones.
[00:59:18.810 --> 00:59:22.392]  Alright, my friends, we're now into our number two.
[00:59:24.782 --> 00:59:28.203]  Of this live Thursday edition of the 23rd day of June 2005.
[00:59:29.303 --> 00:59:36.345]  And in the last hour we had on the President of the Property Rights Foundation of America.
[00:59:37.145 --> 00:59:41.747]  We got the break fired a little bit early there so I was unable to finish what I was saying.
[00:59:41.827 --> 00:59:43.907]  PRFAmerica.org.
[00:59:45.608 --> 00:59:48.669]  Cities may seize homes for economic development court rules.
[00:59:48.689 --> 00:59:50.129]  This is out of the Associated Press.
[00:59:50.689 --> 00:59:53.150]  A big case up in Connecticut where they want to build homes and
[00:59:54.045 --> 01:00:01.333]  Apartments and stores, where a hundred-year-old middle-class neighborhood is, they're now going to be bulldozing that.
[01:00:02.635 --> 01:00:08.501]  And federal courts have been ruling all over the country that a big case four years ago, they can take your property without just compensation.
[01:00:10.313 --> 01:00:11.714]  Very, very serious.
[01:00:11.754 --> 01:00:15.917]  I hope callers want to talk about this subject because I think it's very important.
[01:00:16.277 --> 01:00:24.803]  Bunch of other news here as well on Chinese Communist companies trying to buy up major blue chip American companies.
[01:00:25.424 --> 01:00:29.887]  Also, new developments with Torturegate coming out.
[01:00:30.207 --> 01:00:35.891]  There is just so much in the next two hours that we'll be here discussing.
[01:00:36.692 --> 01:00:38.714]  Right now, let's go to Eric in Pennsylvania.
[01:00:38.754 --> 01:00:39.254]  Go ahead, Eric.
[01:00:42.132 --> 01:00:47.595]  Three or four times before, and I'm here to promote a march on Ground Zero in New York City on 9-11-2005.
[01:00:48.015 --> 01:00:53.238]  The 9-11 Truth Movement is trying to get as many people as it possibly can.
[01:00:53.618 --> 01:00:54.218]  Well that's good.
[01:00:54.278 --> 01:00:55.679]  Listen, Eric, thank you for your call.
[01:00:56.219 --> 01:00:57.079]  I appreciate that.
[01:00:57.139 --> 01:01:00.121]  Yeah, I've been at two marches at Ground Zero.
[01:01:01.813 --> 01:01:06.817]  And we do think it's good to have people there at Ground Zero on 9-11.
[01:01:07.337 --> 01:01:10.839]  And the Truth Movement all over the country for three years has been having rallies.
[01:01:10.879 --> 01:01:16.403]  In some cases, last year it was like, I don't know, 30-something cities that I saw photographs from and articles from.
[01:01:16.423 --> 01:01:17.624]  I'm sure it's more than that.
[01:01:18.384 --> 01:01:30.851]  Kansas City, L.A., New York, Tampa, Florida, just all over the place with people with their signs out there, people out there getting the truth out and exposing 9-11.
[01:01:32.351 --> 01:01:34.432]  So thank you so much for that call, Eric.
[01:01:34.452 --> 01:01:37.394]  Again, we're going to hurry through your calls today, ladies and gentlemen.
[01:01:38.235 --> 01:01:43.901]  And you can talk about any issue you want, but I would predominantly like a little bit to talk about property rights.
[01:01:43.961 --> 01:01:45.142]  It's a very big deal.
[01:01:45.542 --> 01:01:47.004]  Ron in New York, go ahead Ron.
[01:01:47.344 --> 01:01:49.546]  Yes Alex, and that's the topic I'm going to talk about.
[01:01:49.566 --> 01:01:50.907]  This is outrageous.
[01:01:51.048 --> 01:01:55.392]  We're talking about the collaboration of government power with corporate power.
[01:01:56.047 --> 01:01:58.049]  To displace the average citizen.
[01:01:58.289 --> 01:02:00.892]  And that's the big F word.
[01:02:00.912 --> 01:02:04.155]  The purpose of government is to even out the playing field to some degree.
[01:02:05.116 --> 01:02:08.379]  To help the people against private power.
[01:02:08.419 --> 01:02:09.941]  What you have here is corporatism.
[01:02:10.401 --> 01:02:11.642]  Mussolini discussed this in the 1920s.
[01:02:11.822 --> 01:02:15.386]  The marriage between government power and private corporate power.
[01:02:15.826 --> 01:02:18.790]  That's what we're being, you know, subjected to, corporatism.
[01:02:18.830 --> 01:02:25.898]  And Mussolini said, as you just stated, I was about to say that, he said it should properly be called corporatism or mercantilism.
[01:02:25.978 --> 01:02:26.959]  It's not free market.
[01:02:26.999 --> 01:02:27.299]  Go ahead.
[01:02:27.580 --> 01:02:28.821]  Absolutely not free market.
[01:02:28.861 --> 01:02:32.906]  Now, another thing, too, is these people are not going to get the free market value of their homes.
[01:02:33.466 --> 01:02:42.149]  They're going to get the assessed value of their homes, and any homeowner knows that an assessed value is always one-third to one-fifth of the free market value of their homes.
[01:02:42.629 --> 01:02:46.491]  What happens here now... The free market value is best use of the term.
[01:02:46.791 --> 01:02:48.631]  It is the maximum amount you could get.
[01:02:48.971 --> 01:02:53.233]  Right, which you'll never get as part of an eminent domain claim from your local government.
[01:02:53.833 --> 01:02:59.055]  Yeah, I mean, if you hold out some in your house for a shopping mall, you might get $10 million for it when you bought $100,000.
[01:02:59.315 --> 01:03:01.136]  That's how the free market works.
[01:03:01.396 --> 01:03:09.339]  Right, but the government comes in aiding corporations, and they give you what they call the assessed value, so you get $30,000 for a home that might be worth $250,000.
[01:03:09.399 --> 01:03:10.459]  Now, what happens to displaced populations?
[01:03:13.340 --> 01:03:15.021]  They now lost the equity in their home.
[01:03:15.281 --> 01:03:17.122]  They've now been downgraded into poverty.
[01:03:17.182 --> 01:03:17.863]  What do they do now?
[01:03:17.963 --> 01:03:19.584]  Move on to poverty reservations?
[01:03:19.604 --> 01:03:20.644]  Ghetto-wise people?
[01:03:20.684 --> 01:03:21.365]  Is this how you do it?
[01:03:21.405 --> 01:03:25.087]  You take their property and you make them poor so we all have to be concentrated in the ghetto?
[01:03:25.147 --> 01:03:25.747]  Stay there, Ron.
[01:03:25.767 --> 01:03:27.088]  I'm gonna let you go through more of this.
[01:03:27.108 --> 01:03:28.929]  You're bringing up all the salient points.
[01:03:29.350 --> 01:03:31.211]  And we'll take more of your calls at 1-800-259-9231.
[01:03:31.231 --> 01:03:31.291]  1-800-259-9231.
[01:03:31.311 --> 01:03:32.411]  This issue and a lot of others.
[01:03:40.576 --> 01:03:43.319]  On the other side of this quick break, I'm Alex Jones, your host.
[01:03:43.860 --> 01:03:48.744]  Infowars.net and PrisonPlanet.tv, two of my sites that you need to check out.
[01:03:48.784 --> 01:03:49.305]  Stay with us.
[01:03:56.610 --> 01:03:59.471]  There is a secret that holds the world's destiny in its grasp.
[01:03:59.731 --> 01:04:01.311]  Hello my friends, Alex Jones here.
[01:04:01.652 --> 01:04:06.313]  Learn that secret with my new film, Martial Law 9-11 Rise of the Police State.
[01:04:06.673 --> 01:04:11.115]  Martial Law plumbs the depths of the New World Order's ideology, their philosophy.
[01:04:11.515 --> 01:04:15.696]  Out of the ashes of the September 11th tragedy, a dark empire of war and tyranny has risen.
[01:04:15.916 --> 01:04:18.758]  The Constitution has been shredded, and America is now a police state.
[01:04:18.858 --> 01:04:23.520]  This film exposes not just who was behind the 9-11 attacks, but the roots and history of its orchestrators.
[01:04:23.721 --> 01:04:28.123]  Martial Law is a blazing spotlight piercing the electronic Berlin Wall of controlled corporate media.
[01:04:28.363 --> 01:04:35.587]  Plumb the depths of the elite's minds, their ideology, their driving philosophy, and uncover the power-mad cult of death that has sworn to turn the Earth into a prison planet.
[01:04:35.847 --> 01:04:38.269]  Discover the documentary for yourself before it's too late.
[01:04:38.429 --> 01:04:40.170]  Call toll-free to get a copy of Martial Law.
[01:04:40.550 --> 01:04:41.311]  1-888-253-3139.
[01:04:41.531 --> 01:04:46.335]  Or visit InfoWars.com and the secure shopping cart.
[01:04:46.395 --> 01:04:49.757]  That's InfoWars.com or 888-253-3139.
[01:04:49.838 --> 01:04:53.300]  Or watch the film right now online at PrisonPlanet.tv.
[01:04:55.604 --> 01:05:04.229]  Berkey Water Filters are the ultimate filters used worldwide for normal or hostile filtration environments to provide the most delicious, sparkling, clean water possible.
[01:05:04.449 --> 01:05:15.676]  The Berkey Light's self-sterilizing filter elements remove pathogenic bacteria, cysts, parasites, chemicals, and they reduce lead, mercury, aluminum, nitrate, salt for odors, foul tastes, and much, much more.
[01:05:15.896 --> 01:05:18.577]  And yet they leave in the nutritional minerals that your body needs.
[01:05:18.917 --> 01:05:25.380]  The Berkey Light has ridges to deflect water if the upper chamber is overfilled and it can be used anywhere on a flat surface.
[01:05:25.540 --> 01:05:27.401]  That's because it has an elevated base.
[01:05:27.621 --> 01:05:33.644]  The entire system joins together to make the Berkey Light convenient to transport even while it's filtering water.
[01:05:33.884 --> 01:05:39.547]  Its rechargeable bright white LED lamps allow for optimum use at night or during emergency conditions.
[01:05:39.887 --> 01:05:44.032]  Get the Berkey Light, the ultimate filter for only $259 by calling New Millennium at 888-803-4438.
[01:05:44.052 --> 01:05:44.673]  That's toll-free, 888-803-4438.
[01:05:44.693 --> 01:05:46.635]  Not yet available in Iowa.
[01:05:56.451 --> 01:06:05.897]  If you're concerned about keeping your cardiovascular system healthy but don't want to take prescription drugs, then take a look at HardenedBodyExtract.com from Healthy Hearts Club.
[01:06:06.037 --> 01:06:09.239]  It's a 100% certified organic liquid extract.
[01:06:09.340 --> 01:06:16.064]  It provides your body with the necessary vitamins, minerals, amino acids, enzymes, and phytochemicals it needs to heal and balance itself.
[01:06:16.224 --> 01:06:19.326]  By getting the nutrients it needs, your body can balance your blood pressure and
[01:06:19.346 --> 01:06:19.786]  I don't know.
[01:06:36.514 --> 01:06:36.934]  Death?
[01:06:37.034 --> 01:06:38.855]  Don't take unnecessary risks!
[01:06:39.075 --> 01:06:42.717]  Keep your arteries healthy and clear by taking Heart and Body Extract.
[01:06:42.757 --> 01:06:45.339]  To get Heart and Body Extract, go to heartandbodyextract.com or call 1-866-295-5305.
[01:06:45.359 --> 01:06:45.679]  That's 866-295-5305.
[01:06:45.719 --> 01:06:46.079]  Call now!
[01:06:46.119 --> 01:06:46.579]  Big Brother.
[01:06:46.599 --> 01:06:47.500]  Mainstream Media.
[01:07:03.124 --> 01:07:04.225]  Government cover-ups.
[01:07:04.886 --> 01:07:05.726]  You want answers?
[01:07:06.447 --> 01:07:07.348]  Well, so does he.
[01:07:07.368 --> 01:07:11.671]  He's Alex Jones on the GCN Radio Network.
[01:07:12.212 --> 01:07:16.335]  And now, live from Austin, Texas, Alex Jones.
[01:07:16.535 --> 01:07:19.898]  Alright, 8 minutes, 23 seconds into this second hour.
[01:07:19.918 --> 01:07:21.219]  A total of three number to join us.
[01:07:21.239 --> 01:07:21.479]  1-800-2599-231.
[01:07:21.499 --> 01:07:21.559]  1-800-2599-231.
[01:07:21.880 --> 01:07:23.481]  Predominantly in the last hour,
[01:07:33.317 --> 01:07:36.478]  I was getting into the Supreme Court ruling of this morning.
[01:07:36.498 --> 01:07:39.099]  I have the briefing here in front of me.
[01:07:39.139 --> 01:07:40.180]  They're ruling in front of me.
[01:07:41.760 --> 01:07:44.962]  They can now take your property and not even give you just compensation.
[01:07:46.962 --> 01:07:52.505]  Not just if it is on a highway or a hospital or a school, but now for apartments or for businesses.
[01:07:54.145 --> 01:07:55.286]  Very, very serious.
[01:07:55.346 --> 01:07:57.867]  And they've been picking on the inner cities for a long time.
[01:07:58.567 --> 01:08:01.228]  Now it's going to be middle class America.
[01:08:03.314 --> 01:08:05.615]  We were talking to Ron in New York about this subject.
[01:08:05.635 --> 01:08:06.915]  We'll go back to Ron in a second.
[01:08:07.055 --> 01:08:14.698]  But then, I want to get into Chinese oil company offers $18.5 billion for Unicold.
[01:08:16.639 --> 01:08:20.461]  Also, the Chinese are trying to buy Maytag right now.
[01:08:21.021 --> 01:08:23.682]  One of the few companies that still makes things here in the United States.
[01:08:24.426 --> 01:08:27.969]  Pentagon sued by its own soldier over Gitmo beating he received.
[01:08:28.349 --> 01:08:34.014]  Now we have interrogators quitting, refusing, interpreters, their own general over the camp, all these army reports admitting it.
[01:08:34.915 --> 01:08:38.058]  And this stuff comes out in the mainstream news but never hits the nightly news.
[01:08:38.118 --> 01:08:45.244]  It's on the news wires, it's in a few newspapers, but never, you know, a big nightly issue like Michael Jackson or something.
[01:08:45.604 --> 01:08:47.886]  So the average person doesn't even know that this is happening.
[01:08:47.926 --> 01:08:48.607]  It is admitted.
[01:08:48.987 --> 01:08:49.968]  Massive torture.
[01:08:51.676 --> 01:08:52.016]  U.S.
[01:08:52.096 --> 01:08:53.977]  is poised to rule on cloned livestock.
[01:08:53.997 --> 01:09:03.819]  The Financial Times of London is reporting, as of last night, that it looks like the Supreme Court's going to rule that cloned milk, cloned cows, cloned pigs, chickens, that it's healthy.
[01:09:04.619 --> 01:09:09.440]  And we've had top scientists on, you know, the fathers of modern genetic engineering on this broadcast.
[01:09:09.760 --> 01:09:12.101]  When you change one gene in a potato,
[01:09:12.879 --> 01:09:17.961]  It then manipulates the other 96% of the genetics they thought was, quote, junk DNA.
[01:09:17.981 --> 01:09:18.901]  They found out it's not.
[01:09:18.981 --> 01:09:34.647]  It creates in the tissues artificial proteins that didn't exist before and are bad for the animal in question, or the life form in question, the vegetable, the plant, or animal in question, or the microorganism in question.
[01:09:35.907 --> 01:09:38.128]  Gives rise to very dangerous mutations.
[01:09:39.048 --> 01:09:41.749]  And it's bad for those that eat it.
[01:09:42.327 --> 01:09:48.772]  We have their own internal studies from Monsanto and others, not just all the other independent studies, where they admit it's very dangerous, but oh no!
[01:09:49.112 --> 01:09:51.133]  The Supreme Court, it's good for you!
[01:09:52.234 --> 01:09:53.235]  It's good for you!
[01:09:55.050 --> 01:09:58.592]  So that's coming up as well, but Ron in New York, finish up what you were saying, my friend.
[01:09:58.793 --> 01:10:03.175]  So as I said, what this will do now... Yeah, recap everything you said, because it's so important.
[01:10:03.475 --> 01:10:15.342]  Okay, it'll drive people into poverty, because if you've invested your life in a home, and all of a sudden the rug is pulled out from under you, and you're given one-third the value of your home, you're being driven into poverty, where you're going to have to go.
[01:10:15.363 --> 01:10:22.467]  You're going to have to go and live in an impoverished area, which means they're going to concentrate you in impoverished areas, ghettos, poverty reservations, call them what you will.
[01:10:23.027 --> 01:10:24.848]  This is what the purpose of this type of thing is.
[01:10:24.868 --> 01:10:36.111]  And what you're going to have is you're going to have, especially in big cities like New York, you have developers who are just drooling at the mouth to get hold of neighborhoods, flatten them for their own purpose.
[01:10:36.471 --> 01:10:38.692]  And what is the good of these places?
[01:10:38.952 --> 01:10:44.654]  So they build a Walmart so you could have a minimum wage job with marginal to no medical benefits?
[01:10:45.194 --> 01:10:47.675]  Or are they building an area where elites can move in?
[01:10:48.135 --> 01:10:50.256]  And only elites can move in and afford to move in?
[01:10:50.276 --> 01:10:57.479]  So you could move back, you could go back to the area, work in Walmart for minimum wage, to serve an elite who's the only one that can afford to live in that neighborhood.
[01:10:57.579 --> 01:11:12.305]  Well let's be clear, this big case up in Connecticut is a middle class, hundred year old, Victorian style homes, hundreds of them that were just condemned, they're trying to get thousands, the entire gigantic neighborhood along the water there, along the river and the lake it connects to,
[01:11:13.414 --> 01:11:29.823]  And they're saying, we will choose what is built, what can be done, for private interest, and the Real Estate Council is openly arguing to get that property for reduced prices, and this is so amazing!
[01:11:30.064 --> 01:11:31.744]  And you know how real estate works, these people...
[01:11:33.245 --> 01:11:40.807]  Well, the people that have bought into this have something that's very valuable, but now they're going to be given reduced value and not even be able to buy into the same thing they had.
[01:11:41.127 --> 01:11:41.647]  That's right.
[01:11:41.827 --> 01:11:42.448]  And you know what?
[01:11:42.468 --> 01:11:45.748]  This is going to give a green light to these developers to go hog wild.
[01:11:46.369 --> 01:11:47.889]  Oh, they're now admitting it.
[01:11:47.929 --> 01:11:52.350]  Cities all over the country are now announcing within hours that the grabbing is about to start.
[01:11:52.690 --> 01:11:58.972]  And let me ask you, how come in the midst of this, and as you say, it's one of the most fundamental rights we have, the right to your property,
[01:11:59.821 --> 01:12:01.383]  How come in the midst of this, the U.S.
